Kinase,Compound,Predicted_Kd_Category
LATS2,Gefitinib,>3000nM
"KIT(V559D,T670I)",Erlotinib,<3000nM
EGFR(E746-A750del),AC220,>3000nM
ERK1,BMS-387032/SNS-032,>3000nM
EPHB2,AZD-1152HQPA,>3000nM
FRK,LY-333531,>3000nM
MAP3K2,GDC-0879,>3000nM
PRKG2,Flavopiridol,>3000nM
CAMKK2,INCB18424,<3000nM
TGFBR2,AZD-6244/ARRY-886,>3000nM
PIK3C2G,Flavopiridol,>3000nM
TIE1,PP-242,<3000nM
NEK7,MLN-8054,>3000nM
PRKCI,MLN-518,>3000nM
GAK,AST-487,<3000nM
YES,AB-1010,<3000nM
FES,BMS-387032/SNS-032,>3000nM
MARK4,AZD-6244/ARRY-886,>3000nM
AKT2,TAE-684,>3000nM
JAK2(JH1domain-catalytic),Erlotinib,>3000nM
ROS1,PHA-665752,>3000nM
MARK2,PKC-412,<3000nM
PRP4,MLN-120B,>3000nM
HIPK1,Staurosporine,<3000nM
JAK1(JH2domain-pseudokinase),LY-317615,>3000nM
CSNK1G1,AZD-1152HQPA,>3000nM
EPHB4,GW-2580,>3000nM
MET(Y1235D),LY-333531,>3000nM
IRAK4,KW-2449,<3000nM
EPHA7,HKI-272,>3000nM
FAK,LY-333531,>3000nM
ZAP70,Imatinib,>3000nM
FLT4,PKC-412,<3000nM
BRAF(V600E),Staurosporine,<3000nM
RSK3(Kin.Dom.2-C-terminal),AG-013736,>3000nM
ABL1(F317L)-nonphosphorylated,GW-2580,>3000nM
MARK2,PD-173955,>3000nM
MET(Y1235D),PD-173955,<3000nM
DCAMKL1,GDC-0879,>3000nM
RSK1(Kin.Dom.1-N-terminal),AB-1010,>3000nM
LATS2,R547,>3000nM
MEK5,AZD-2171,<3000nM
YANK3,Flavopiridol,>3000nM
ACVR1B,AZD-6244/ARRY-886,>3000nM
DYRK2,BMS-345541,>3000nM
MEK4,INCB18424,>3000nM
AAK1,Ki-20227,>3000nM
PRKD1,GDC-0941,>3000nM
ERK4,CI-1033,>3000nM
NDR1,TG-101348,>3000nM
EPHA1,PKC-412,<3000nM
CHEK1,CI-1033,>3000nM
RIPK1,Pazopanib,>3000nM
AKT1,HKI-272,>3000nM
TEC,CEP-701,<3000nM
FLT4,PTK-787,>3000nM
CDK4-cyclinD3,GW-2580,>3000nM
PFTK1,MLN-8054,>3000nM
IKK-beta,LY-333531,>3000nM
EPHA5,AT-7519,>3000nM
CSNK2A2,LY-317615,>3000nM
KIT(L576P),JNJ-28312141,<3000nM
MLK2,LY-333531,>3000nM
HIPK1,CHIR-258/TKI-258,<3000nM
PIK3C2B,PKC-412,>3000nM
CDC2L1,PHA-665752,>3000nM
LZK,GDC-0941,>3000nM
RET(V804M),AST-487,<3000nM
ABL1(E255K)-phosphorylated,CI-1033,<3000nM
MEK4,PLX-4720,>3000nM
FGFR1,BI-2536,>3000nM
MAP4K5,Dasatinib,<3000nM
CDC2L1,BMS-387032/SNS-032,<3000nM
FLT3(D835Y),Pazopanib,<3000nM
PLK3,CHIR-265/RAF-265,>3000nM
AKT1,TG-101348,>3000nM
ABL1(F317I)-nonphosphorylated,AT-7519,>3000nM
p38-gamma,Pazopanib,>3000nM
CSK,Staurosporine,<3000nM
DDR2,Flavopiridol,>3000nM
MRCKA,R406,<3000nM
BIKE,A-674563,<3000nM
IGF1R,GW-2580,>3000nM
WEE2,AG-013736,>3000nM
"EGFR(L858R,T790M)",AC220,>3000nM
INSRR,BMS-540215,>3000nM
NDR2,CHIR-258/TKI-258,>3000nM
NLK,KW-2449,<3000nM
PIK3CA,PP-242,<3000nM
CSNK1E,SGX-523,>3000nM
FRK,R547,>3000nM
CAMK2G,Imatinib,>3000nM
ERN1,SGX-523,>3000nM
LKB1,Staurosporine,<3000nM
CIT,GSK-1838705A,>3000nM
PFTK1,TAE-684,<3000nM
FLT1,AG-013736,<3000nM
TAOK2,SGX-523,>3000nM
MARK1,MLN-120B,>3000nM
MARK4,SGX-523,>3000nM
FGFR3(G697C),Pazopanib,<3000nM
MET(M1250T),Pazopanib,<3000nM
PIK3CA(H1047L),MLN-8054,>3000nM
DCAMKL1,LY-317615,>3000nM
PAK1,ABT-869,>3000nM
ERK2,AZD-2171,>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),BMS-387032/SNS-032,>3000nM
EGFR(T790M),BMS-345541,>3000nM
PIK3C2G,INCB18424,>3000nM
NEK3,BI-2536,>3000nM
MET(M1250T),AB-1010,>3000nM
PIM2,GW-2580,>3000nM
ABL1(M351T)-phosphorylated,PKC-412,<3000nM
CLK2,Vandetanib,>3000nM
ACVR1B,Gefitinib,>3000nM
HIPK3,R406,<3000nM
EGFR(G719S),BIRB-796,>3000nM
CSNK1A1L,LY-333531,>3000nM
ERBB4,Vandetanib,<3000nM
DDR1,AZD-6244/ARRY-886,>3000nM
HIPK3,SB-203580,>3000nM
LIMK1,PLX-4720,>3000nM
VRK2,ABT-869,>3000nM
FLT3(ITD),Vandetanib,<3000nM
p38-beta,R406,<3000nM
CAMKK1,AZD-1152HQPA,>3000nM
CAMK1D,CI-1033,>3000nM
PIK3CA(E545A),BIRB-796,>3000nM
FLT3(K663Q),AC220,<3000nM
CSNK1A1,Vandetanib,>3000nM
p38-delta,Imatinib,>3000nM
IKK-beta,KW-2449,<3000nM
DDR1,Flavopiridol,<3000nM
PDGFRA,Imatinib,<3000nM
TIE2,GSK-1838705A,>3000nM
MYO3B,R406,<3000nM
CAMKK2,JNJ-28312141,<3000nM
MST3,LY-333531,>3000nM
LRRK2,AZD-2171,>3000nM
BTK,Staurosporine,<3000nM
MAP4K2,CHIR-265/RAF-265,>3000nM
CAMK2A,AT-7519,>3000nM
IKK-beta,Nilotinib,>3000nM
MTOR,KW-2449,>3000nM
ABL1(H396P)-nonphosphorylated,AST-487,<3000nM
ABL1-phosphorylated,SB-203580,>3000nM
TRKC,PP-242,<3000nM
MET(M1250T),PP-242,<3000nM
CDK4-cyclinD1,BI-2536,>3000nM
CDC2L5,HKI-272,>3000nM
PCTK3,Gefitinib,>3000nM
LTK,MLN-8054,>3000nM
PIK3CA(H1047L),GSK-690693,>3000nM
QSK,BIBW-2992,>3000nM
EPHA3,AZD-2171,<3000nM
CHEK2,A-674563,>3000nM
ADCK4,JNJ-28312141,<3000nM
CSNK1A1L,KW-2449,<3000nM
EPHA5,BMS-540215,>3000nM
ROCK1,INCB18424,<3000nM
JNK1,JNJ-28312141,<3000nM
DCAMKL3,AST-487,<3000nM
OSR1,BIRB-796,>3000nM
PIK3CA(E542K),R547,>3000nM
DRAK1,R406,<3000nM
INSRR,Crizotinib,>3000nM
TLK2,Flavopiridol,>3000nM
SGK3,AST-487,<3000nM
QSK,AZD-2171,>3000nM
RET(M918T),Lapatinib,>3000nM
WEE2,Nilotinib,>3000nM
STK33,BMS-345541,>3000nM
CDK3,JNJ-28312141,>3000nM
KIT(L576P),GDC-0941,>3000nM
ICK,AZD-2171,>3000nM
CDK4-cyclinD3,Pazopanib,>3000nM
CDK3,LY-317615,>3000nM
FLT3,PHA-665752,<3000nM
EPHA6,GSK-1838705A,>3000nM
TXK,GDC-0879,>3000nM
ABL1(Q252H)-nonphosphorylated,Staurosporine,<3000nM
EPHA1,AG-013736,>3000nM
SNARK,AST-487,<3000nM
KIT(V559D),TG-101348,<3000nM
MAP4K5,BMS-540215,>3000nM
LOK,GSK-690693,<3000nM
ABL1-nonphosphorylated,MLN-120B,>3000nM
KIT,BMS-540215,<3000nM
PIM2,Erlotinib,>3000nM
MELK,KW-2449,<3000nM
EGFR(L861Q),Pazopanib,>3000nM
DDR1,Imatinib,<3000nM
ERBB2,Vandetanib,<3000nM
MARK4,SB-203580,>3000nM
PDGFRB,Staurosporine,<3000nM
ABL1(F317I)-nonphosphorylated,CHIR-258/TKI-258,<3000nM
PIK3CA(E542K),BMS-387032/SNS-032,>3000nM
PKNB(M.tuberculosis),LY-317615,>3000nM
VEGFR2,BMS-540215,<3000nM
ASK2,GSK-690693,>3000nM
PFTAIRE2,CP-690550,>3000nM
FGR,PKC-412,<3000nM
PRKG2,PTK-787,>3000nM
BRSK1,GSK-690693,>3000nM
STK39,CHIR-258/TKI-258,>3000nM
MINK,BIRB-796,<3000nM
FLT3(N841I),PP-242,<3000nM
CSNK1E,MLN-120B,>3000nM
TRKA,PKC-412,<3000nM
MYLK2,Dasatinib,>3000nM
EPHB2,PLX-4720,>3000nM
KIT(V559D),Ki-20227,<3000nM
PAK4,Staurosporine,<3000nM
TIE1,A-674563,>3000nM
BMPR1A,BMS-387032/SNS-032,>3000nM
EGFR(E746-A750del),PKC-412,<3000nM
TESK1,R406,<3000nM
TIE2,BIBW-2992,>3000nM
ERBB4,GDC-0941,>3000nM
MLK1,Imatinib,>3000nM
MYO3B,PLX-4720,>3000nM
MAP4K3,PLX-4720,>3000nM
PRKD3,PTK-787,>3000nM
EGFR(E746-A750del),A-674563,>3000nM
EIF2AK1,Vandetanib,>3000nM
MAP4K4,A-674563,<3000nM
KIT(D816H),MLN-8054,>3000nM
LRRK2,Imatinib,>3000nM
BIKE,Lapatinib,>3000nM
SIK,TG-101348,<3000nM
ABL1(Q252H)-phosphorylated,Flavopiridol,<3000nM
MAP4K4,BMS-345541,>3000nM
FGFR1,ABT-869,>3000nM
AKT3,PHA-665752,>3000nM
PLK4,KW-2449,<3000nM
STK36,JNJ-28312141,<3000nM
CSNK1E,GDC-0879,>3000nM
DMPK2,TAE-684,<3000nM
JAK2(JH1domain-catalytic),CP-690550,>3000nM
MLK1,TG-101348,<3000nM
SRPK2,INCB18424,>3000nM
DYRK1B,PLX-4720,>3000nM
HIPK2,Lapatinib,>3000nM
PRKCI,TAE-684,<3000nM
TTK,MLN-518,>3000nM
DLK,INCB18424,>3000nM
PIK3CA(H1047L),Lapatinib,>3000nM
ERBB4,Gefitinib,<3000nM
TYK2(JH2domain-pseudokinase),GW-2580,>3000nM
NDR2,Flavopiridol,>3000nM
DDR1,AZD-1152HQPA,<3000nM
KIT(L576P),A-674563,<3000nM
LRRK2(G2019S),AZD-6244/ARRY-886,>3000nM
IKK-epsilon,PKC-412,<3000nM
FLT3,Ki-20227,<3000nM
MET(M1250T),GW-2580,>3000nM
EGFR(G719C),LY-333531,>3000nM
AURKB,Dasatinib,>3000nM
MST1,JNJ-28312141,<3000nM
VRK2,MLN-8054,>3000nM
EPHA6,PKC-412,>3000nM
MAP3K15,PTK-787,>3000nM
PLK3,PLX-4720,>3000nM
HUNK,CEP-701,<3000nM
ACVR1B,BMS-345541,>3000nM
ACVR1,R547,>3000nM
CAMK1,CHIR-258/TKI-258,>3000nM
ERBB4,PTK-787,>3000nM
NEK3,CP-690550,>3000nM
CAMK2G,CHIR-258/TKI-258,>3000nM
IKK-beta,BI-2536,>3000nM
TIE1,PHA-665752,<3000nM
MST2,GW-2580,>3000nM
EPHB6,MLN-8054,<3000nM
MLK1,SGX-523,>3000nM
GRK7,CHIR-258/TKI-258,<3000nM
PAK2,AB-1010,>3000nM
EGFR(T790M),BIBW-2992,<3000nM
EIF2AK1,PKC-412,>3000nM
FGFR2,PHA-665752,>3000nM
HUNK,BIBW-2992,>3000nM
HIPK3,MLN-120B,>3000nM
EPHA7,GW-2580,>3000nM
AMPK-alpha1,PTK-787,>3000nM
KIT(D816H),CEP-701,<3000nM
CDKL5,MLN-120B,>3000nM
MUSK,AZD-6244/ARRY-886,>3000nM
EPHA1,BMS-540215,>3000nM
FLT3(D835H),JNJ-28312141,<3000nM
TIE2,TAE-684,<3000nM
RAF1,MLN-120B,>3000nM
MERTK,PKC-412,<3000nM
PFTAIRE2,CHIR-258/TKI-258,>3000nM
TXK,AST-487,<3000nM
ABL1(F317I)-phosphorylated,KW-2449,<3000nM
PIP5K2B,BMS-387032/SNS-032,>3000nM
SYK,Vandetanib,>3000nM
YSK4,A-674563,<3000nM
BMPR1B,GSK-1838705A,>3000nM
RIPK5,ABT-869,>3000nM
CAMK2B,GDC-0941,>3000nM
CLK3,BMS-540215,>3000nM
IRAK1,MLN-8054,>3000nM
MEK2,Erlotinib,<3000nM
RIOK1,GW-2580,>3000nM
TNIK,Lapatinib,>3000nM
CSNK1G1,BMS-345541,>3000nM
PRKR,CEP-701,<3000nM
EGFR(S752-I759del),SGX-523,>3000nM
IKK-epsilon,ABT-869,>3000nM
FGFR1,CEP-701,<3000nM
p38-beta,PLX-4720,>3000nM
DCAMKL1,Gefitinib,>3000nM
RPS6KA5(Kin.Dom.1-N-terminal),CHIR-265/RAF-265,>3000nM
DRAK2,R406,<3000nM
TNK2,Imatinib,>3000nM
CAMK2D,GSK-1838705A,>3000nM
ERK4,GDC-0879,>3000nM
FGFR4,BIRB-796,>3000nM
GRK1,AST-487,<3000nM
CAMK1,BI-2536,>3000nM
EPHA1,AT-7519,>3000nM
WEE1,BIRB-796,>3000nM
DYRK1A,PKC-412,<3000nM
ALK,Staurosporine,<3000nM
FGFR3(G697C),INCB18424,>3000nM
PKAC-alpha,GDC-0941,>3000nM
NLK,GSK-690693,>3000nM
ASK2,CHIR-265/RAF-265,>3000nM
STK36,GSK-1838705A,>3000nM
SBK1,Crizotinib,>3000nM
ACVR2A,CHIR-258/TKI-258,>3000nM
CDC2L5,PP-242,>3000nM
MYLK,GSK-1838705A,>3000nM
RSK4(Kin.Dom.2-C-terminal),PP-242,<3000nM
MLK3,BMS-345541,>3000nM
FLT3(D835H),BIBW-2992,>3000nM
BMPR1B,JNJ-28312141,<3000nM
CSK,AB-1010,>3000nM
ULK3,PP-242,<3000nM
FLT3(D835Y),ABT-869,<3000nM
INSRR,CEP-701,<3000nM
ROCK2,GSK-690693,>3000nM
MST1R,INCB18424,>3000nM
EGFR(G719C),PLX-4720,>3000nM
ACVR1B,GSK-1838705A,>3000nM
CAMK1,MLN-120B,>3000nM
FGFR3(G697C),CHIR-258/TKI-258,<3000nM
RET,AC220,<3000nM
RET(M918T),PHA-665752,<3000nM
BMX,Gefitinib,>3000nM
ULK1,AT-7519,>3000nM
NEK6,Flavopiridol,>3000nM
FGR,BMS-540215,<3000nM
OSR1,AZD-1152HQPA,>3000nM
TLK1,R547,>3000nM
KIT(L576P),R406,<3000nM
SRPK3,Imatinib,>3000nM
PCTK3,Ki-20227,>3000nM
PRKCQ,GSK-1838705A,>3000nM
WEE2,PLX-4720,>3000nM
MYLK2,ABT-869,>3000nM
GSK3A,PKC-412,>3000nM
PRKR,AZD-1152HQPA,>3000nM
PFPK5(P.falciparum),AZD-1152HQPA,>3000nM
WEE2,BIBW-2992,>3000nM
ULK1,SB-203580,>3000nM
PHKG2,BIBW-2992,>3000nM
ABL1(Y253F)-phosphorylated,Crizotinib,<3000nM
CSNK1G2,Lapatinib,>3000nM
DMPK2,PHA-665752,>3000nM
MST4,LY-317615,>3000nM
BRSK1,PTK-787,>3000nM
PFTK1,PTK-787,>3000nM
PIM2,BIBW-2992,>3000nM
TRPM6,TAE-684,>3000nM
CLK2,SGX-523,>3000nM
CSNK1A1,GDC-0941,>3000nM
EGFR(L861Q),CI-1033,<3000nM
PFTAIRE2,AZD-1152HQPA,>3000nM
TRKB,AG-013736,<3000nM
BMX,Dasatinib,>3000nM
DCAMKL3,A-674563,<3000nM
MRCKB,Dasatinib,>3000nM
RSK4(Kin.Dom.2-C-terminal),MLN-8054,>3000nM
"EGFR(L858R,T790M)",AZD-1152HQPA,<3000nM
PRKD3,TG-101348,<3000nM
PIK3CA(M1043I),Dasatinib,>3000nM
TAOK3,Dasatinib,<3000nM
PFPK5(P.falciparum),BMS-345541,>3000nM
ERK1,LY-317615,>3000nM
ERBB2,PKC-412,>3000nM
MLK1,HKI-272,>3000nM
TGFBR2,GW-2580,>3000nM
DCAMKL1,Staurosporine,<3000nM
ACVR2A,Pazopanib,>3000nM
RSK4(Kin.Dom.1-N-terminal),TG-101348,<3000nM
EPHA7,CHIR-258/TKI-258,<3000nM
RPS6KA5(Kin.Dom.2-C-terminal),Dasatinib,>3000nM
PIP5K1C,SB-203580,>3000nM
MYLK,Ki-20227,>3000nM
"EGFR(L858R,T790M)",Erlotinib,<3000nM
NEK2,AC220,>3000nM
"KIT(V559D,V654A)",GDC-0941,>3000nM
STK16,Lapatinib,>3000nM
FGFR3,SGX-523,>3000nM
BIKE,Crizotinib,<3000nM
MTOR,AZD-1152HQPA,>3000nM
MEK5,Dasatinib,<3000nM
HIPK1,TAE-684,<3000nM
TRPM6,HKI-272,>3000nM
PRKCH,Vandetanib,>3000nM
ACVR2A,AZD-6244/ARRY-886,>3000nM
PIK3CB,BMS-387032/SNS-032,>3000nM
CIT,Lapatinib,>3000nM
CLK3,AB-1010,>3000nM
EGFR(G719S),Vandetanib,<3000nM
MEK6,MLN-120B,>3000nM
PRKX,Crizotinib,>3000nM
FGFR3,KW-2449,<3000nM
CDK8,R547,>3000nM
FLT3,BI-2536,>3000nM
HCK,MLN-518,>3000nM
PHKG2,AZD-2171,>3000nM
CSNK2A1,TAE-684,<3000nM
PRKX,BMS-540215,>3000nM
TYK2(JH1domain-catalytic),PD-173955,<3000nM
BRSK1,CI-1033,>3000nM
DCAMKL2,PTK-787,>3000nM
MYO3A,AB-1010,>3000nM
ABL2,INCB18424,>3000nM
NEK6,Imatinib,>3000nM
PIK3C2G,TG-101348,>3000nM
DYRK1B,PTK-787,>3000nM
PRKCH,GDC-0879,>3000nM
CAMK2D,CEP-701,<3000nM
AMPK-alpha2,Lapatinib,>3000nM
IRAK1,CI-1033,<3000nM
CAMKK2,KW-2449,<3000nM
CAMKK2,LY-333531,>3000nM
KIT(A829P),AST-487,<3000nM
BMX,GSK-1838705A,>3000nM
"EGFR(L747-E749del, A750P)",BI-2536,<3000nM
ULK3,Flavopiridol,>3000nM
ADCK4,CHIR-258/TKI-258,>3000nM
JAK2(JH1domain-catalytic),CEP-701,<3000nM
BMX,LY-317615,>3000nM
FLT3(D835Y),SGX-523,>3000nM
NEK11,GSK-690693,>3000nM
EPHA2,AST-487,<3000nM
PAK7,CP-690550,>3000nM
ABL1(F317L)-phosphorylated,INCB18424,>3000nM
PIM3,Crizotinib,>3000nM
EGFR(G719C),GDC-0941,>3000nM
DAPK1,ABT-869,>3000nM
PRP4,SGX-523,>3000nM
CDK2,PHA-665752,>3000nM
VRK2,BMS-387032/SNS-032,>3000nM
PCTK3,BIRB-796,>3000nM
ABL1(T315I)-phosphorylated,AZD-2171,<3000nM
SLK,LY-333531,<3000nM
LTK,BMS-540215,>3000nM
RSK2(Kin.Dom.1-N-terminal),PP-242,>3000nM
DCAMKL3,GW-2580,>3000nM
PDPK1,KW-2449,<3000nM
DRAK1,Gefitinib,>3000nM
ACVR2A,Lapatinib,>3000nM
TGFBR2,AST-487,<3000nM
ERK1,AC220,>3000nM
YSK4,LY-317615,<3000nM
TAOK3,Vandetanib,>3000nM
PLK4,BMS-387032/SNS-032,>3000nM
AAK1,Gefitinib,>3000nM
SRPK3,AST-487,>3000nM
DLK,PLX-4720,>3000nM
LRRK2(G2019S),KW-2449,<3000nM
EGFR(T790M),CHIR-265/RAF-265,>3000nM
ACVR1B,AB-1010,>3000nM
DCAMKL1,BMS-387032/SNS-032,>3000nM
PAK2,ABT-869,>3000nM
TYRO3,CHIR-258/TKI-258,>3000nM
PLK2,BIRB-796,>3000nM
RSK3(Kin.Dom.1-N-terminal),Lapatinib,>3000nM
TEC,R406,<3000nM
PIK3CA(E545A),AT-7519,>3000nM
JAK1(JH1domain-catalytic),TG-101348,<3000nM
p38-gamma,AG-013736,>3000nM
GRK1,A-674563,<3000nM
MLK3,GDC-0941,>3000nM
FAK,TAE-684,<3000nM
TAK1,JNJ-28312141,<3000nM
p38-alpha,BIRB-796,>3000nM
CAMKK2,GDC-0941,>3000nM
RET,A-674563,<3000nM
MKNK2,PD-173955,<3000nM
FLT3(D835Y),Vandetanib,<3000nM
BMPR1A,AB-1010,>3000nM
MKK7,BIBW-2992,>3000nM
SgK110,PD-173955,>3000nM
RPS6KA4(Kin.Dom.1-N-terminal),Dasatinib,>3000nM
MRCKA,AT-7519,>3000nM
SNRK,BIBW-2992,>3000nM
NEK4,Flavopiridol,>3000nM
ERK1,Gefitinib,>3000nM
GRK7,PP-242,<3000nM
MLK3,Erlotinib,>3000nM
DYRK1B,AZD-6244/ARRY-886,>3000nM
"KIT(V559D,V654A)",TAE-684,<3000nM
PIK3C2G,Staurosporine,<3000nM
SNARK,Pazopanib,>3000nM
MYLK2,BMS-540215,>3000nM
RSK4(Kin.Dom.1-N-terminal),Dasatinib,>3000nM
ABL1(H396P)-nonphosphorylated,AT-7519,>3000nM
MAP4K4,BMS-540215,<3000nM
BRSK1,AG-013736,>3000nM
TIE2,BMS-540215,>3000nM
TAOK3,A-674563,<3000nM
CAMK2G,BMS-345541,>3000nM
LIMK2,Ki-20227,>3000nM
EPHA7,LY-317615,>3000nM
PFTAIRE2,PTK-787,>3000nM
LZK,BIRB-796,>3000nM
LOK,CI-1033,<3000nM
TGFBR2,BMS-540215,>3000nM
MYLK2,AZD-1152HQPA,>3000nM
NLK,GDC-0941,>3000nM
CDK4-cyclinD3,SB-203580,>3000nM
TRKA,MLN-518,>3000nM
EPHA3,Lapatinib,>3000nM
VRK2,KW-2449,>3000nM
PIK3CD,Imatinib,>3000nM
RIPK1,GW-2580,>3000nM
CSNK1A1,MLN-120B,>3000nM
CDK7,MLN-120B,>3000nM
DYRK1A,TG-101348,<3000nM
PCTK3,CP-690550,>3000nM
TTK,Erlotinib,>3000nM
STK39,GSK-1838705A,>3000nM
RET,SB-203580,>3000nM
LOK,CEP-701,<3000nM
YSK1,Crizotinib,>3000nM
BTK,BIRB-796,>3000nM
MYO3A,CHIR-265/RAF-265,>3000nM
PYK2,PLX-4720,>3000nM
ARK5,Pazopanib,>3000nM
TRPM6,PKC-412,>3000nM
EPHA4,Erlotinib,<3000nM
HPK1,MLN-518,>3000nM
STK33,LY-333531,>3000nM
p38-delta,AST-487,<3000nM
FLT1,MLN-120B,>3000nM
CHEK2,PLX-4720,>3000nM
ROCK2,Lapatinib,>3000nM
MST3,PP-242,>3000nM
NEK2,BI-2536,>3000nM
EGFR,BI-2536,<3000nM
CSNK1A1,Ki-20227,>3000nM
PRKCQ,BIBW-2992,>3000nM
ERN1,GSK-1838705A,>3000nM
LATS1,GDC-0941,>3000nM
DAPK3,PKC-412,<3000nM
PIM2,PP-242,>3000nM
CSNK1G3,Lapatinib,>3000nM
YES,LY-317615,>3000nM
DLK,Erlotinib,>3000nM
"EGFR(L858R,T790M)",GSK-1838705A,>3000nM
EGFR,AST-487,<3000nM
ABL1-nonphosphorylated,CEP-701,<3000nM
BRSK2,CI-1033,>3000nM
AMPK-alpha2,Vandetanib,>3000nM
NEK4,R547,>3000nM
PCTK2,GDC-0941,>3000nM
IKK-epsilon,MLN-8054,>3000nM
CSNK1A1,TG-101348,>3000nM
FRK,GSK-690693,>3000nM
ERK4,AST-487,>3000nM
MST4,MLN-120B,>3000nM
CDC2L2,BMS-540215,>3000nM
MAP4K3,BMS-387032/SNS-032,>3000nM
S6K1,GDC-0879,>3000nM
EPHB4,GDC-0879,>3000nM
RAF1,CEP-701,<3000nM
MRCKA,GSK-690693,>3000nM
EPHA6,Crizotinib,<3000nM
LIMK2,PP-242,<3000nM
STK33,INCB18424,<3000nM
MAP3K3,PP-242,<3000nM
ERBB4,Pazopanib,>3000nM
PIK3CG,GDC-0879,>3000nM
PAK6,BIBW-2992,>3000nM
MAST1,BIRB-796,>3000nM
CDK11,Dasatinib,>3000nM
RET,Lapatinib,>3000nM
MAST1,Gefitinib,>3000nM
EPHA2,TG-101348,<3000nM
ERN1,Erlotinib,>3000nM
CSNK1G1,BMS-540215,>3000nM
JAK1(JH2domain-pseudokinase),Nilotinib,>3000nM
GRK4,PD-173955,>3000nM
CAMK1G,ABT-869,>3000nM
RET(V804L),Nilotinib,>3000nM
CDK3,AZD-2171,>3000nM
MEK2,Gefitinib,>3000nM
TNNI3K,TG-101348,<3000nM
S6K1,LY-317615,>3000nM
DMPK,BMS-540215,>3000nM
ZAK,SGX-523,>3000nM
AKT2,CHIR-265/RAF-265,>3000nM
KIT,Vandetanib,<3000nM
KIT(D816H),Staurosporine,<3000nM
ACVR2B,GSK-690693,>3000nM
ERK4,LY-333531,>3000nM
DDR1,Crizotinib,<3000nM
FLT3(D835H),R406,<3000nM
PIK3CD,CEP-701,>3000nM
ULK3,BMS-387032/SNS-032,>3000nM
BRK,Nilotinib,>3000nM
SRPK1,PHA-665752,>3000nM
SRPK1,PD-173955,>3000nM
ABL1-nonphosphorylated,GW-2580,>3000nM
PIK3CG,ABT-869,>3000nM
BMPR2,A-674563,>3000nM
PAK1,BIRB-796,>3000nM
STK33,BMS-387032/SNS-032,>3000nM
PCTK1,SB-203580,>3000nM
RSK4(Kin.Dom.1-N-terminal),R406,<3000nM
CDC2L5,PD-173955,>3000nM
CLK2,AC220,>3000nM
MAP4K4,LY-333531,<3000nM
AAK1,BI-2536,>3000nM
TTK,AG-013736,>3000nM
RIPK1,LY-333531,>3000nM
RSK1(Kin.Dom.1-N-terminal),LY-333531,>3000nM
ANKK1,CEP-701,<3000nM
MEK5,KW-2449,<3000nM
FLT3(R834Q),PLX-4720,<3000nM
TLK1,Nilotinib,>3000nM
JNK2,AB-1010,>3000nM
BIKE,ABT-869,>3000nM
AKT3,GDC-0879,>3000nM
FER,PLX-4720,>3000nM
DMPK2,CEP-701,<3000nM
JNK3,PTK-787,>3000nM
PIM1,Lapatinib,>3000nM
CTK,PTK-787,>3000nM
MET(Y1235D),AZD-6244/ARRY-886,>3000nM
HUNK,SGX-523,>3000nM
PLK1,AST-487,>3000nM
ICK,TG-101348,>3000nM
GRK4,AZD-2171,>3000nM
RET(M918T),PP-242,<3000nM
PIK3CA(M1043I),Imatinib,>3000nM
PIP5K2C,TG-101348,<3000nM
ERBB4,CEP-701,<3000nM
RET,LY-333531,>3000nM
PHKG1,Vandetanib,>3000nM
CSK,Nilotinib,>3000nM
AMPK-alpha1,JNJ-28312141,>3000nM
RSK1(Kin.Dom.1-N-terminal),Ki-20227,>3000nM
JNK1,CP-690550,>3000nM
EPHB4,BI-2536,>3000nM
WEE2,Staurosporine,<3000nM
DYRK2,BI-2536,>3000nM
DAPK2,AZD-6244/ARRY-886,>3000nM
CSNK1A1,TAE-684,>3000nM
PHKG2,R406,<3000nM
SBK1,BIRB-796,>3000nM
SIK,Pazopanib,>3000nM
KIT(A829P),PTK-787,>3000nM
PKNB(M.tuberculosis),PTK-787,>3000nM
KIT(D816H),BMS-345541,>3000nM
MST1,SGX-523,>3000nM
ERK3,PP-242,>3000nM
CAMKK2,R547,>3000nM
MAP4K2,TG-101348,<3000nM
TRPM6,CHIR-265/RAF-265,>3000nM
TAOK2,MLN-518,>3000nM
NIM1,MLN-120B,>3000nM
BMPR1B,INCB18424,>3000nM
FLT1,BIBW-2992,>3000nM
YANK3,Pazopanib,>3000nM
ROCK1,R547,>3000nM
DRAK2,GSK-1838705A,>3000nM
BRSK1,Nilotinib,>3000nM
MAPKAPK5,AST-487,>3000nM
ERK5,BIBW-2992,>3000nM
CAMK2D,LY-317615,>3000nM
IKK-alpha,GSK-1838705A,>3000nM
CASK,BIRB-796,>3000nM
ERK2,AC220,>3000nM
RET(V804M),GW-2580,>3000nM
BRSK1,GDC-0941,>3000nM
INSRR,PTK-787,>3000nM
PRKR,BIBW-2992,>3000nM
PYK2,Lapatinib,>3000nM
NEK4,CHIR-265/RAF-265,>3000nM
PIK3C2G,AG-013736,>3000nM
BMX,BMS-540215,>3000nM
PAK3,Pazopanib,>3000nM
HIPK3,HKI-272,>3000nM
p38-alpha,GSK-690693,>3000nM
DDR1,GSK-690693,>3000nM
MEK1,LY-333531,>3000nM
