Kinase,Compound,Predicted_Kd_Category
EGFR(G719C),PLX-4720,>3000nM
EPHB3,PKC-412,>3000nM
MEK3,CHIR-258/TKI-258,>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),Pazopanib,>3000nM
KIT(D816H),SGX-523,>3000nM
MLK1,BMS-345541,>3000nM
NEK2,GDC-0879,>3000nM
PIK3CA(H1047Y),MLN-8054,>3000nM
MST1R,Imatinib,>3000nM
LZK,A-674563,>3000nM
CSNK1G2,AZD-6244/ARRY-886,>3000nM
GSK3A,BIBW-2992,>3000nM
MLK1,BIBW-2992,>3000nM
ABL1(T315I)-nonphosphorylated,CHIR-258/TKI-258,>3000nM
ICK,Vandetanib,>3000nM
FLT4,GDC-0879,>3000nM
TXK,CHIR-258/TKI-258,>3000nM
"EGFR(L747-S752del, P753S)",AZD-2171,>3000nM
NIM1,Dasatinib,>3000nM
YANK3,MLN-8054,>3000nM
EIF2AK1,GSK-1838705A,>3000nM
EPHA8,MLN-518,>3000nM
QSK,Crizotinib,>3000nM
CLK2,PLX-4720,>3000nM
MST4,AT-7519,>3000nM
PIK3C2G,PHA-665752,>3000nM
GAK,PKC-412,>3000nM
PCTK2,R547,>3000nM
DMPK,GW-2580,>3000nM
PIK3CA(M1043I),PLX-4720,>3000nM
MST2,AC220,>3000nM
PRKCD,PD-173955,>3000nM
AURKA,PTK-787,>3000nM
LATS1,BI-2536,>3000nM
PAK7,PKC-412,>3000nM
ERBB2,Vandetanib,>3000nM
PIK3CD,AZD-6244/ARRY-886,>3000nM
CDKL5,TG-101348,>3000nM
GRK4,JNJ-28312141,>3000nM
RET(V804L),CEP-701,>3000nM
IKK-epsilon,PD-173955,>3000nM
EPHB1,JNJ-28312141,>3000nM
SNRK,GW-2580,>3000nM
PHKG2,BMS-540215,>3000nM
PKMYT1,Staurosporine,>3000nM
MRCKA,JNJ-28312141,>3000nM
DYRK1B,MLN-518,>3000nM
RIOK1,BIBW-2992,>3000nM
SIK2,Flavopiridol,>3000nM
RIPK5,BMS-540215,>3000nM
CLK3,CEP-701,>3000nM
CLK1,PP-242,>3000nM
HUNK,A-674563,>3000nM
BMX,Imatinib,>3000nM
RET(M918T),Pazopanib,>3000nM
PRKD3,KW-2449,>3000nM
EGFR(E746-A750del),BI-2536,>3000nM
PFPK5(P.falciparum),PHA-665752,>3000nM
LIMK1,AZD-6244/ARRY-886,>3000nM
LRRK2,R547,>3000nM
PAK3,KW-2449,>3000nM
KIT(V559D),AG-013736,>3000nM
LKB1,Lapatinib,>3000nM
SIK2,TG-101348,>3000nM
CSNK1E,INCB18424,>3000nM
KIT(A829P),PP-242,>3000nM
RET(M918T),GSK-1838705A,>3000nM
AKT2,R406,>3000nM
ERK4,AZD-1152HQPA,>3000nM
PIP5K1A,MLN-518,>3000nM
DAPK2,BMS-540215,>3000nM
ABL1-phosphorylated,PTK-787,>3000nM
NEK2,HKI-272,>3000nM
MET,GDC-0941,>3000nM
MAP3K1,AG-013736,>3000nM
TBK1,Erlotinib,>3000nM
ABL1-nonphosphorylated,BMS-540215,>3000nM
LOK,Pazopanib,>3000nM
PDPK1,Pazopanib,>3000nM
CTK,Erlotinib,>3000nM
MAK,AG-013736,>3000nM
MELK,CEP-701,>3000nM
CDK4-cyclinD1,AST-487,>3000nM
p38-alpha,PHA-665752,>3000nM
EGFR(L861Q),INCB18424,>3000nM
NIM1,Crizotinib,>3000nM
EPHA1,GDC-0941,>3000nM
MST2,MLN-518,>3000nM
CLK3,AZD-1152HQPA,>3000nM
BRSK2,Dasatinib,>3000nM
HIPK4,AC220,>3000nM
SgK110,GSK-690693,>3000nM
TGFBR1,AST-487,>3000nM
PFTAIRE2,AG-013736,>3000nM
PAK6,Crizotinib,>3000nM
NEK6,KW-2449,>3000nM
EPHA8,CEP-701,>3000nM
MAP3K3,BIBW-2992,>3000nM
FLT3(D835Y),GSK-1838705A,>3000nM
MAP3K2,TG-101348,>3000nM
NEK9,Vandetanib,>3000nM
ABL2,PD-173955,>3000nM
YANK2,AB-1010,>3000nM
BIKE,MLN-8054,>3000nM
EPHA2,PLX-4720,>3000nM
EPHB3,HKI-272,>3000nM
YES,CHIR-258/TKI-258,>3000nM
PRKG2,SGX-523,>3000nM
PIP5K2B,Staurosporine,>3000nM
MEK2,Lapatinib,>3000nM
TESK1,CP-690550,>3000nM
ABL1(Q252H)-phosphorylated,Erlotinib,>3000nM
MARK4,CP-690550,>3000nM
JAK1(JH1domain-catalytic),CP-690550,>3000nM
TYRO3,AC220,>3000nM
TNK1,BIBW-2992,>3000nM
YANK1,TG-101348,>3000nM
EPHA3,MLN-8054,>3000nM
ABL2,Vandetanib,>3000nM
ROCK1,Imatinib,>3000nM
YSK1,LY-333531,>3000nM
PIM2,GDC-0941,>3000nM
MELK,AZD-1152HQPA,>3000nM
IKK-beta,SB-203580,>3000nM
GRK1,SGX-523,>3000nM
ERK3,AZD-6244/ARRY-886,>3000nM
NDR2,AC220,>3000nM
RIOK1,MLN-8054,>3000nM
IRAK3,A-674563,>3000nM
PAK6,HKI-272,>3000nM
MEK6,PP-242,>3000nM
RIOK3,PTK-787,>3000nM
p38-beta,PLX-4720,>3000nM
CDKL1,AZD-6244/ARRY-886,>3000nM
CAMK2B,Crizotinib,>3000nM
SYK,Lapatinib,>3000nM
LOK,AZD-1152HQPA,>3000nM
PIK3CA(C420R),CI-1033,>3000nM
LYN,BMS-345541,>3000nM
PIP5K2C,CHIR-265/RAF-265,>3000nM
EPHA6,Erlotinib,>3000nM
RET(V804M),BI-2536,>3000nM
"EGFR(L747-E749del, A750P)",GW-2580,>3000nM
PAK7,CP-690550,>3000nM
"KIT(V559D,V654A)",SB-203580,>3000nM
PKAC-alpha,ABT-869,>3000nM
LKB1,AST-487,>3000nM
PRKCH,GDC-0879,>3000nM
AURKC,CHIR-265/RAF-265,>3000nM
MYO3A,Vandetanib,>3000nM
ERBB2,GDC-0941,>3000nM
RIOK1,TAE-684,>3000nM
MYLK,R547,>3000nM
TAOK3,AG-013736,>3000nM
ABL1(E255K)-phosphorylated,GDC-0879,>3000nM
WEE1,BMS-345541,>3000nM
CSNK1D,AG-013736,>3000nM
NEK3,Ki-20227,>3000nM
INSR,GDC-0941,>3000nM
PFTAIRE2,CHIR-258/TKI-258,>3000nM
ZAK,CP-690550,>3000nM
MAP4K3,Staurosporine,>3000nM
MYLK4,Imatinib,>3000nM
PAK6,Flavopiridol,>3000nM
MARK3,PTK-787,>3000nM
TNK2,Vandetanib,>3000nM
MYO3B,CHIR-265/RAF-265,>3000nM
CSNK1A1L,BMS-387032/SNS-032,>3000nM
BRSK2,BIRB-796,>3000nM
KIT(D816V),AZD-1152HQPA,>3000nM
EPHA6,CHIR-265/RAF-265,>3000nM
BRSK2,Imatinib,>3000nM
GRK1,Erlotinib,>3000nM
IKK-beta,CEP-701,>3000nM
DYRK2,Lapatinib,>3000nM
"EGFR(L747-T751del,Sins)",AT-7519,>3000nM
TGFBR1,AZD-1152HQPA,>3000nM
PAK1,AT-7519,>3000nM
FLT3(D835H),Pazopanib,>3000nM
AURKC,PKC-412,>3000nM
PIK3C2G,PTK-787,>3000nM
ULK3,MLN-518,>3000nM
IRAK1,CP-690550,>3000nM
GRK4,SGX-523,>3000nM
NEK1,PLX-4720,>3000nM
STK16,Nilotinib,>3000nM
DDR1,PKC-412,>3000nM
FRK,SGX-523,>3000nM
BRSK1,Ki-20227,>3000nM
EPHA7,Ki-20227,>3000nM
FER,CI-1033,>3000nM
TLK2,R406,>3000nM
NLK,BMS-387032/SNS-032,>3000nM
PIK3C2B,LY-317615,>3000nM
ABL1(F317I)-phosphorylated,AC220,>3000nM
CAMK2A,AZD-6244/ARRY-886,>3000nM
MST1R,PD-173955,>3000nM
MERTK,AB-1010,>3000nM
DCAMKL2,BIRB-796,>3000nM
RAF1,LY-333531,>3000nM
TYK2(JH1domain-catalytic),PP-242,>3000nM
PRKD3,R547,>3000nM
LTK,AG-013736,>3000nM
MTOR,Erlotinib,>3000nM
FLT4,ABT-869,>3000nM
PIK3CA(I800L),PHA-665752,>3000nM
AXL,SB-203580,>3000nM
CSNK1E,SGX-523,>3000nM
CDKL2,Pazopanib,>3000nM
LIMK2,LY-317615,>3000nM
MEK2,AT-7519,>3000nM
MAP4K3,PHA-665752,>3000nM
ALK,LY-333531,>3000nM
AURKC,AST-487,>3000nM
ABL1(F317L)-nonphosphorylated,BIBW-2992,>3000nM
ABL1(Q252H)-nonphosphorylated,CEP-701,>3000nM
KIT(V559D),BMS-540215,>3000nM
RSK1(Kin.Dom.1-N-terminal),Lapatinib,>3000nM
ROCK1,TG-101348,>3000nM
MELK,Nilotinib,>3000nM
CSF1R,Pazopanib,>3000nM
PIK3CA,A-674563,>3000nM
CDKL2,Gefitinib,>3000nM
ERK5,BMS-345541,>3000nM
STK35,MLN-8054,>3000nM
PAK1,CHIR-258/TKI-258,>3000nM
ROS1,AB-1010,>3000nM
MAP3K1,AST-487,>3000nM
CDC2L5,BI-2536,>3000nM
PKAC-alpha,MLN-518,>3000nM
GRK7,R547,>3000nM
NEK4,PKC-412,>3000nM
ABL1-phosphorylated,Erlotinib,>3000nM
MRCKA,AZD-6244/ARRY-886,>3000nM
HIPK3,PD-173955,>3000nM
STK35,GDC-0941,>3000nM
EPHB1,ABT-869,>3000nM
SNRK,Pazopanib,>3000nM
EGFR(S752-I759del),BIBW-2992,>3000nM
PCTK1,CP-690550,>3000nM
PIK3CA(E545K),HKI-272,>3000nM
PIK3CA(E545A),GDC-0941,>3000nM
TYK2(JH1domain-catalytic),A-674563,>3000nM
ULK1,ABT-869,>3000nM
ERK4,CP-690550,>3000nM
TLK1,AG-013736,>3000nM
ROS1,GSK-1838705A,>3000nM
IKK-epsilon,CI-1033,>3000nM
TGFBR2,SB-203580,>3000nM
RSK4(Kin.Dom.2-C-terminal),Nilotinib,>3000nM
SYK,AST-487,>3000nM
"GCN2(Kin.Dom.2,S808G)",PTK-787,>3000nM
CSNK1A1L,AC220,>3000nM
HPK1,LY-333531,>3000nM
RSK3(Kin.Dom.1-N-terminal),R547,>3000nM
EGFR(G719S),PD-173955,>3000nM
EPHA8,SB-203580,>3000nM
NEK7,CHIR-265/RAF-265,>3000nM
NEK2,CI-1033,>3000nM
PIK3CD,Staurosporine,>3000nM
PRKCE,SGX-523,>3000nM
IKK-beta,R547,>3000nM
ABL1(Y253F)-phosphorylated,PKC-412,>3000nM
YSK1,BMS-387032/SNS-032,>3000nM
PIK3C2G,BMS-540215,>3000nM
DYRK1B,BIRB-796,>3000nM
MAP3K15,AT-7519,>3000nM
RIOK2,GSK-1838705A,>3000nM
MYLK,MLN-8054,>3000nM
JNK2,Ki-20227,>3000nM
DRAK2,AT-7519,>3000nM
SgK110,AT-7519,>3000nM
IRAK4,Ki-20227,>3000nM
"KIT(V559D,T670I)",GDC-0879,>3000nM
IKK-epsilon,AT-7519,>3000nM
TYK2(JH2domain-pseudokinase),R547,>3000nM
SNARK,Crizotinib,>3000nM
MARK3,GDC-0879,>3000nM
STK33,CEP-701,>3000nM
KIT(D816V),LY-317615,>3000nM
SGK3,R547,>3000nM
DCAMKL2,Vandetanib,>3000nM
RSK2(Kin.Dom.1-N-terminal),MLN-8054,>3000nM
CAMK1G,PTK-787,>3000nM
TGFBR1,TG-101348,>3000nM
DAPK3,TAE-684,>3000nM
PIK3CA(E545K),BMS-345541,>3000nM
FGFR3,SGX-523,>3000nM
MAP3K15,AZD-6244/ARRY-886,>3000nM
TAK1,AZD-2171,>3000nM
CDKL1,Erlotinib,>3000nM
PFPK5(P.falciparum),BI-2536,>3000nM
BMX,Ki-20227,>3000nM
SgK110,Gefitinib,>3000nM
MAP3K15,SB-203580,>3000nM
CLK4,Crizotinib,>3000nM
EGFR(G719S),AST-487,>3000nM
BRSK2,GSK-690693,>3000nM
PIK3C2B,MLN-518,>3000nM
GAK,GW-2580,>3000nM
CDK9,BMS-540215,>3000nM
PIK3CA,PKC-412,>3000nM
RSK3(Kin.Dom.2-C-terminal),BIRB-796,>3000nM
KIT(D816H),MLN-120B,>3000nM
JAK1(JH1domain-catalytic),AST-487,>3000nM
MARK4,AZD-2171,>3000nM
CDK11,KW-2449,>3000nM
EGFR(T790M),AZD-6244/ARRY-886,>3000nM
BMPR1B,BMS-387032/SNS-032,>3000nM
ROS1,PTK-787,>3000nM
MRCKB,PKC-412,>3000nM
ZAP70,Lapatinib,>3000nM
PLK1,TAE-684,>3000nM
STK39,MLN-120B,>3000nM
ABL2,AZD-1152HQPA,>3000nM
NIM1,INCB18424,>3000nM
BTK,Crizotinib,>3000nM
SgK110,PLX-4720,>3000nM
DDR1,AC220,>3000nM
p38-alpha,AZD-2171,>3000nM
AURKA,Nilotinib,>3000nM
ACVR2A,Erlotinib,>3000nM
FLT3(D835H),ABT-869,>3000nM
FLT3(K663Q),CP-690550,>3000nM
NEK3,LY-333531,>3000nM
RSK3(Kin.Dom.1-N-terminal),TAE-684,>3000nM
MUSK,BIBW-2992,>3000nM
MARK1,BMS-387032/SNS-032,>3000nM
NLK,CP-690550,>3000nM
RAF1,BMS-345541,>3000nM
ADCK3,Crizotinib,>3000nM
ULK3,AZD-6244/ARRY-886,>3000nM
EPHA1,CP-690550,>3000nM
LRRK2(G2019S),BIBW-2992,>3000nM
RPS6KA5(Kin.Dom.1-N-terminal),AG-013736,>3000nM
CAMK2B,PD-173955,>3000nM
PKAC-alpha,LY-333531,>3000nM
ACVR2A,CI-1033,>3000nM
PIK3CA(H1047L),AZD-2171,>3000nM
CSNK1D,AZD-1152HQPA,>3000nM
CSNK1A1,CEP-701,>3000nM
CDKL5,JNJ-28312141,>3000nM
FAK,AZD-1152HQPA,>3000nM
RSK1(Kin.Dom.2-C-terminal),LY-317615,>3000nM
RET(V804M),AB-1010,>3000nM
TYRO3,BIRB-796,>3000nM
p38-delta,MLN-120B,>3000nM
MEK6,AST-487,>3000nM
RSK4(Kin.Dom.2-C-terminal),PD-173955,>3000nM
MAPKAPK5,SB-203580,>3000nM
LATS2,ABT-869,>3000nM
SRPK3,GW-2580,>3000nM
STK35,LY-333531,>3000nM
SNRK,CI-1033,>3000nM
NEK6,GDC-0941,>3000nM
LYN,ABT-869,>3000nM
PYK2,Nilotinib,>3000nM
ABL1(Q252H)-phosphorylated,PP-242,>3000nM
CIT,SGX-523,>3000nM
EPHB4,INCB18424,>3000nM
EPHA3,BMS-540215,>3000nM
CDKL2,SB-203580,>3000nM
ABL1(F317I)-nonphosphorylated,CEP-701,>3000nM
VEGFR2,PLX-4720,>3000nM
CAMK1,CP-690550,>3000nM
WEE1,Lapatinib,>3000nM
TNNI3K,Crizotinib,>3000nM
ABL1(F317I)-phosphorylated,Vandetanib,>3000nM
PRKD3,GDC-0879,>3000nM
ASK1,PKC-412,>3000nM
MET(M1250T),BIBW-2992,>3000nM
MELK,LY-317615,>3000nM
NDR2,BIRB-796,>3000nM
SRC,AZD-2171,>3000nM
LTK,SB-203580,>3000nM
MYLK,BIRB-796,>3000nM
TNK1,GSK-1838705A,>3000nM
MARK2,JNJ-28312141,>3000nM
GSK3B,PLX-4720,>3000nM
TRKA,BMS-540215,>3000nM
ITK,Flavopiridol,>3000nM
CSK,Vandetanib,>3000nM
CSNK1A1,AZD-1152HQPA,>3000nM
PAK6,Imatinib,>3000nM
PIK3C2B,GDC-0941,>3000nM
LOK,Ki-20227,>3000nM
RIOK3,AG-013736,>3000nM
MARK3,PHA-665752,>3000nM
PLK4,AST-487,>3000nM
MEK5,LY-317615,>3000nM
AMPK-alpha2,Dasatinib,>3000nM
SLK,R406,>3000nM
KIT,A-674563,>3000nM
AKT2,Nilotinib,>3000nM
MAP4K3,Erlotinib,>3000nM
EPHA7,Erlotinib,>3000nM
ACVR2A,JNJ-28312141,>3000nM
CSNK1E,PD-173955,>3000nM
PIK3CA(I800L),PLX-4720,>3000nM
CAMK4,PLX-4720,>3000nM
PAK3,Imatinib,>3000nM
RET(M918T),BMS-387032/SNS-032,>3000nM
MAP4K5,ABT-869,>3000nM
FER,ABT-869,>3000nM
CDK7,BMS-387032/SNS-032,>3000nM
RET(V804L),CHIR-258/TKI-258,>3000nM
ZAK,MLN-8054,>3000nM
BRK,SGX-523,>3000nM
ABL1(E255K)-phosphorylated,R547,>3000nM
AMPK-alpha1,AZD-2171,>3000nM
CSNK1A1,GDC-0879,>3000nM
NEK6,SGX-523,>3000nM
ADCK4,PTK-787,>3000nM
TRPM6,Vandetanib,>3000nM
CSNK1E,AT-7519,>3000nM
HCK,INCB18424,>3000nM
p38-beta,PHA-665752,>3000nM
BRK,BIRB-796,>3000nM
MST3,Erlotinib,>3000nM
LRRK2,AC220,>3000nM
TIE1,GDC-0879,>3000nM
PKAC-alpha,Lapatinib,>3000nM
MST3,SB-203580,>3000nM
CDK9,MLN-8054,>3000nM
SRMS,Ki-20227,>3000nM
TNNI3K,Gefitinib,>3000nM
INSRR,CHIR-258/TKI-258,>3000nM
SRPK1,KW-2449,>3000nM
TNIK,Lapatinib,>3000nM
RIPK2,AC220,>3000nM
ULK1,PHA-665752,>3000nM
PHKG2,CHIR-258/TKI-258,>3000nM
MELK,KW-2449,>3000nM
WEE1,GW-2580,>3000nM
MERTK,GDC-0941,>3000nM
PHKG1,GW-2580,>3000nM
AKT1,R406,>3000nM
BTK,TG-101348,>3000nM
KIT(L576P),KW-2449,>3000nM
STK33,MLN-8054,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),PTK-787,>3000nM
PKN1,Lapatinib,>3000nM
SNRK,BI-2536,>3000nM
PKN1,CHIR-258/TKI-258,>3000nM
p38-beta,BMS-540215,>3000nM
PAK3,AT-7519,>3000nM
LZK,MLN-8054,>3000nM
PAK7,A-674563,>3000nM
PLK1,MLN-518,>3000nM
MET,TG-101348,>3000nM
RIPK1,Pazopanib,>3000nM
CAMK2B,AC220,>3000nM
PDGFRB,JNJ-28312141,>3000nM
BLK,Flavopiridol,>3000nM
ERBB4,SGX-523,>3000nM
YANK3,PP-242,>3000nM
PIK4CB,JNJ-28312141,>3000nM
BTK,CP-690550,>3000nM
RIOK2,Flavopiridol,>3000nM
JNK1,BMS-387032/SNS-032,>3000nM
RIOK3,KW-2449,>3000nM
TGFBR1,Nilotinib,>3000nM
MET,LY-317615,>3000nM
ABL1(T315I)-phosphorylated,PP-242,>3000nM
PDPK1,PLX-4720,>3000nM
PIK4CB,BMS-345541,>3000nM
FLT3(ITD),Nilotinib,>3000nM
TLK2,A-674563,>3000nM
WEE2,PTK-787,>3000nM
TXK,CI-1033,>3000nM
ERK1,INCB18424,>3000nM
LRRK2,A-674563,>3000nM
EPHB2,AZD-6244/ARRY-886,>3000nM
PIK3CG,GSK-1838705A,>3000nM
DLK,AZD-2171,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),KW-2449,>3000nM
PFPK5(P.falciparum),Crizotinib,>3000nM
PIK3CA(E542K),MLN-8054,>3000nM
ASK1,CI-1033,>3000nM
ABL1(H396P)-phosphorylated,CHIR-258/TKI-258,>3000nM
PIP5K2C,AZD-2171,>3000nM
RPS6KA4(Kin.Dom.1-N-terminal),BIBW-2992,>3000nM
ZAK,Nilotinib,>3000nM
IKK-epsilon,R406,>3000nM
MKNK2,CEP-701,>3000nM
IKK-beta,BI-2536,>3000nM
WEE2,KW-2449,>3000nM
"EGFR(L747-E749del, A750P)",INCB18424,>3000nM
ERBB4,BMS-387032/SNS-032,>3000nM
FRK,Pazopanib,>3000nM
TESK1,BMS-540215,>3000nM
MLK3,INCB18424,>3000nM
PRKCH,Erlotinib,>3000nM
ROCK1,A-674563,>3000nM
CDK5,AB-1010,>3000nM
HIPK2,SGX-523,>3000nM
AMPK-alpha1,A-674563,>3000nM
TTK,PTK-787,>3000nM
HIPK1,PP-242,>3000nM
"EGFR(L747-T751del,Sins)",PTK-787,>3000nM
PFTAIRE2,PTK-787,>3000nM
PCTK3,AZD-2171,>3000nM
CLK3,Gefitinib,>3000nM
YES,AST-487,>3000nM
IKK-epsilon,AZD-2171,>3000nM
ERK5,A-674563,>3000nM
ABL1(H396P)-phosphorylated,AG-013736,>3000nM
ACVR2A,A-674563,>3000nM
MAPKAPK2,CEP-701,>3000nM
KIT(A829P),AZD-2171,>3000nM
ABL1(T315I)-nonphosphorylated,PP-242,>3000nM
INSRR,PLX-4720,>3000nM
ERBB2,BMS-540215,>3000nM
CLK3,A-674563,>3000nM
MINK,CI-1033,>3000nM
TLK1,PD-173955,>3000nM
CDK4-cyclinD1,SGX-523,>3000nM
MST4,BI-2536,>3000nM
CDC2L2,MLN-8054,>3000nM
SRPK2,TG-101348,>3000nM
ABL1(F317L)-nonphosphorylated,Ki-20227,>3000nM
PLK2,Pazopanib,>3000nM
TAOK2,GSK-690693,>3000nM
YANK3,GDC-0941,>3000nM
MAP3K4,CP-690550,>3000nM
RET,A-674563,>3000nM
EPHA7,Crizotinib,>3000nM
TGFBR1,CEP-701,>3000nM
TESK1,Erlotinib,>3000nM
ULK3,AZD-1152HQPA,>3000nM
JNK2,Pazopanib,>3000nM
MEK5,PKC-412,>3000nM
NEK3,PKC-412,>3000nM
EPHA7,PKC-412,>3000nM
ABL1(F317L)-phosphorylated,CI-1033,>3000nM
ABL1(E255K)-phosphorylated,PKC-412,>3000nM
RIPK1,MLN-8054,>3000nM
CDK8,MLN-120B,>3000nM
PRKCI,TG-101348,>3000nM
IKK-alpha,Flavopiridol,>3000nM
JAK1(JH2domain-pseudokinase),CHIR-258/TKI-258,>3000nM
TRKC,BI-2536,>3000nM
FER,GSK-1838705A,>3000nM
ERK1,SB-203580,>3000nM
ERK1,GW-2580,>3000nM
DAPK2,GSK-690693,>3000nM
PKMYT1,SB-203580,>3000nM
"KIT(V559D,T670I)",Gefitinib,>3000nM
CAMKK1,TAE-684,>3000nM
EPHB6,Lapatinib,>3000nM
TGFBR2,R547,>3000nM
FYN,BIBW-2992,>3000nM
TRKC,ABT-869,>3000nM
DDR2,BMS-345541,>3000nM
MET(Y1235D),BI-2536,>3000nM
ADCK4,Crizotinib,>3000nM
GAK,ABT-869,>3000nM
OSR1,CEP-701,>3000nM
DAPK3,AG-013736,>3000nM
MARK4,PKC-412,>3000nM
GSK3B,AZD-6244/ARRY-886,>3000nM
ACVR2A,PKC-412,>3000nM
EIF2AK1,Nilotinib,>3000nM
IKK-alpha,AB-1010,>3000nM
RSK1(Kin.Dom.1-N-terminal),MLN-518,>3000nM
EPHA3,KW-2449,>3000nM
PIK3CG,AC220,>3000nM
MYO3B,PP-242,>3000nM
PAK3,Dasatinib,>3000nM
STK35,PP-242,>3000nM
JNK2,CEP-701,>3000nM
RSK4(Kin.Dom.2-C-terminal),SB-203580,>3000nM
CAMK1,Ki-20227,>3000nM
CSNK1G2,MLN-518,>3000nM
BMPR2,Staurosporine,>3000nM
PLK1,GW-2580,>3000nM
BMX,CHIR-258/TKI-258,>3000nM
CDKL3,AC220,>3000nM
RSK1(Kin.Dom.2-C-terminal),GDC-0879,>3000nM
BRSK2,Pazopanib,>3000nM
DCAMKL3,A-674563,>3000nM
PYK2,KW-2449,>3000nM
EGFR(S752-I759del),SB-203580,>3000nM
YSK1,PTK-787,>3000nM
EGFR(G719C),Dasatinib,>3000nM
HUNK,PP-242,>3000nM
EPHB1,BMS-540215,>3000nM
ERK8,BI-2536,>3000nM
SRC,PKC-412,>3000nM
ABL1(F317L)-nonphosphorylated,LY-317615,>3000nM
CAMK2D,Ki-20227,>3000nM
DDR2,INCB18424,>3000nM
PIK3CA(H1047Y),MLN-120B,>3000nM
PDGFRA,MLN-8054,>3000nM
GRK7,GDC-0879,>3000nM
PKNB(M.tuberculosis),BI-2536,>3000nM
CDKL3,BMS-345541,>3000nM
MELK,Lapatinib,>3000nM
IKK-epsilon,GSK-1838705A,>3000nM
KIT,BIRB-796,>3000nM
FLT3(ITD),PKC-412,>3000nM
DCAMKL3,Gefitinib,>3000nM
ERK5,LY-333531,>3000nM
NEK9,CHIR-265/RAF-265,>3000nM
MST1R,Erlotinib,>3000nM
EPHA7,R406,>3000nM
AMPK-alpha2,BI-2536,>3000nM
RSK3(Kin.Dom.2-C-terminal),GW-2580,>3000nM
DMPK2,PTK-787,>3000nM
CDK11,AG-013736,>3000nM
"EGFR(L747-S752del, P753S)",AZD-6244/ARRY-886,>3000nM
PIK3CB,AZD-1152HQPA,>3000nM
TTK,PP-242,>3000nM
EPHB3,R406,>3000nM
TBK1,AZD-6244/ARRY-886,>3000nM
FGFR2,GDC-0941,>3000nM
DRAK2,Lapatinib,>3000nM
STK35,CEP-701,>3000nM
CAMKK2,R406,>3000nM
FLT3(N841I),MLN-120B,>3000nM
FLT3(N841I),BI-2536,>3000nM
TNNI3K,Staurosporine,>3000nM
PCTK2,Crizotinib,>3000nM
KIT(D816H),GW-2580,>3000nM
BIKE,SB-203580,>3000nM
INSRR,Nilotinib,>3000nM
TEC,Imatinib,>3000nM
EPHB3,AT-7519,>3000nM
PIP5K2C,AST-487,>3000nM
MEK6,GW-2580,>3000nM
p38-delta,JNJ-28312141,>3000nM
OSR1,CI-1033,>3000nM
YSK1,A-674563,>3000nM
GRK1,BIBW-2992,>3000nM
CSNK1A1L,INCB18424,>3000nM
TSSK1B,MLN-8054,>3000nM
TNK1,HKI-272,>3000nM
MYO3A,CP-690550,>3000nM
CDC2L2,MLN-120B,>3000nM
ICK,AC220,>3000nM
ABL2,GSK-1838705A,>3000nM
MAP3K3,BIRB-796,>3000nM
EPHB2,GSK-1838705A,>3000nM
MEK4,Lapatinib,>3000nM
PKAC-beta,SGX-523,>3000nM
RIPK5,ABT-869,>3000nM
STK35,GDC-0879,>3000nM
PIK3CD,Gefitinib,>3000nM
TESK1,PLX-4720,>3000nM
"EGFR(L747-S752del, P753S)",LY-333531,>3000nM
CHEK1,AZD-6244/ARRY-886,>3000nM
RET(V804M),Dasatinib,>3000nM
MAP4K4,ABT-869,>3000nM
KIT(V559D),Staurosporine,>3000nM
TGFBR2,GDC-0941,>3000nM
SIK,PLX-4720,>3000nM
DYRK1A,AG-013736,>3000nM
"EGFR(L747-E749del, A750P)",HKI-272,>3000nM
PIK3CA(H1047Y),GDC-0941,>3000nM
MINK,Imatinib,>3000nM
EPHA6,AB-1010,>3000nM
PHKG1,Imatinib,>3000nM
PLK4,CEP-701,>3000nM
CAMK4,ABT-869,>3000nM
RIOK1,Vandetanib,>3000nM
RET(V804M),Vandetanib,>3000nM
GSK3B,MLN-120B,>3000nM
TBK1,SGX-523,>3000nM
YSK1,PHA-665752,>3000nM
TIE1,JNJ-28312141,>3000nM
FLT3(ITD),Lapatinib,>3000nM
CSNK1G3,INCB18424,>3000nM
CSNK2A2,INCB18424,>3000nM
TBK1,LY-317615,>3000nM
AKT1,Dasatinib,>3000nM
FES,Gefitinib,>3000nM
ZAK,MLN-518,>3000nM
PLK1,MLN-8054,>3000nM
RET,R406,>3000nM
NEK11,Nilotinib,>3000nM
DAPK2,GW-2580,>3000nM
PIK3CA(E545A),CI-1033,>3000nM
CAMK2G,SGX-523,>3000nM
MLK1,AZD-6244/ARRY-886,>3000nM
AKT2,INCB18424,>3000nM
BMPR1A,BI-2536,>3000nM
RIPK1,BMS-345541,>3000nM
ABL1(F317L)-nonphosphorylated,AST-487,>3000nM
DMPK,SB-203580,>3000nM
PAK6,Lapatinib,>3000nM
GRK7,CHIR-265/RAF-265,>3000nM
STK36,Pazopanib,>3000nM
CDKL1,GDC-0941,>3000nM
HCK,AZD-2171,>3000nM
AURKB,CEP-701,>3000nM
ABL1(E255K)-phosphorylated,MLN-120B,>3000nM
RIPK5,JNJ-28312141,>3000nM
MET(Y1235D),R406,>3000nM
KIT(D816H),Crizotinib,>3000nM
TESK1,R547,>3000nM
