Kinase,Compound,Predicted_Kd_Category
ABL1(H396P)-nonphosphorylated,AST-487,<300nM
ABL1-phosphorylated,SB-203580,>300nM
TRKC,PP-242,<300nM
MET(M1250T),PP-242,<300nM
CDK4-cyclinD1,BI-2536,>300nM
CDC2L5,HKI-272,>300nM
PCTK3,Gefitinib,>300nM
LTK,MLN-8054,>300nM
PIK3CA(H1047L),GSK-690693,>300nM
QSK,BIBW-2992,>300nM
EPHA3,AZD-2171,<300nM
CHEK2,A-674563,>300nM
ADCK4,JNJ-28312141,>300nM
CSNK1A1L,KW-2449,<300nM
EPHA5,BMS-540215,>300nM
ROCK1,INCB18424,<300nM
JNK1,JNJ-28312141,<300nM
DCAMKL3,AST-487,<300nM
OSR1,BIRB-796,>300nM
PIK3CA(E542K),R547,>300nM
DRAK1,R406,<300nM
INSRR,Crizotinib,>300nM
TLK2,Flavopiridol,>300nM
SGK3,AST-487,>300nM
QSK,AZD-2171,>300nM
RET(M918T),Lapatinib,>300nM
WEE2,Nilotinib,>300nM
STK33,BMS-345541,>300nM
CDK3,JNJ-28312141,>300nM
KIT(L576P),GDC-0941,>300nM
ICK,AZD-2171,>300nM
CDK4-cyclinD3,Pazopanib,>300nM
CDK3,LY-317615,>300nM
FLT3,PHA-665752,<300nM
EPHA6,GSK-1838705A,>300nM
TXK,GDC-0879,>300nM
ABL1(Q252H)-nonphosphorylated,Staurosporine,<300nM
EPHA1,AG-013736,>300nM
SNARK,AST-487,<300nM
KIT(V559D),TG-101348,<300nM
MAP4K5,BMS-540215,>300nM
LOK,GSK-690693,<300nM
ABL1-nonphosphorylated,MLN-120B,>300nM
KIT,BMS-540215,<300nM
PIM2,Erlotinib,>300nM
MELK,KW-2449,<300nM
EGFR(L861Q),Pazopanib,>300nM
DDR1,Imatinib,<300nM
ERBB2,Vandetanib,<300nM
MARK4,SB-203580,>300nM
PDGFRB,Staurosporine,<300nM
ABL1(F317I)-nonphosphorylated,CHIR-258/TKI-258,<300nM
PIK3CA(E542K),BMS-387032/SNS-032,>300nM
PKNB(M.tuberculosis),LY-317615,>300nM
VEGFR2,BMS-540215,<300nM
ASK2,GSK-690693,>300nM
PFTAIRE2,CP-690550,>300nM
FGR,PKC-412,<300nM
PRKG2,PTK-787,>300nM
BRSK1,GSK-690693,>300nM
STK39,CHIR-258/TKI-258,>300nM
MINK,BIRB-796,<300nM
FLT3(N841I),PP-242,<300nM
CSNK1E,MLN-120B,>300nM
TRKA,PKC-412,<300nM
MYLK2,Dasatinib,>300nM
EPHB2,PLX-4720,>300nM
KIT(V559D),Ki-20227,<300nM
PAK4,Staurosporine,<300nM
TIE1,A-674563,>300nM
BMPR1A,BMS-387032/SNS-032,>300nM
EGFR(E746-A750del),PKC-412,<300nM
TESK1,R406,<300nM
TIE2,BIBW-2992,>300nM
ERBB4,GDC-0941,>300nM
MLK1,Imatinib,>300nM
MYO3B,PLX-4720,>300nM
MAP4K3,PLX-4720,>300nM
PRKD3,PTK-787,>300nM
EGFR(E746-A750del),A-674563,>300nM
EIF2AK1,Vandetanib,>300nM
MAP4K4,A-674563,<300nM
KIT(D816H),MLN-8054,>300nM
LRRK2,Imatinib,>300nM
BIKE,Lapatinib,>300nM
SIK,TG-101348,<300nM
ABL1(Q252H)-phosphorylated,Flavopiridol,<300nM
MAP4K4,BMS-345541,>300nM
FGFR1,ABT-869,>300nM
AKT3,PHA-665752,>300nM
PLK4,KW-2449,<300nM
STK36,JNJ-28312141,<300nM
CSNK1E,GDC-0879,>300nM
DMPK2,TAE-684,<300nM
JAK2(JH1domain-catalytic),CP-690550,>300nM
MLK1,TG-101348,<300nM
SRPK2,INCB18424,>300nM
DYRK1B,PLX-4720,>300nM
HIPK2,Lapatinib,>300nM
PRKCI,TAE-684,<300nM
TTK,MLN-518,>300nM
DLK,INCB18424,>300nM
PIK3CA(H1047L),Lapatinib,>300nM
ERBB4,Gefitinib,<300nM
TYK2(JH2domain-pseudokinase),GW-2580,>300nM
NDR2,Flavopiridol,>300nM
DDR1,AZD-1152HQPA,<300nM
KIT(L576P),A-674563,<300nM
LRRK2(G2019S),AZD-6244/ARRY-886,>300nM
IKK-epsilon,PKC-412,<300nM
FLT3,Ki-20227,<300nM
MET(M1250T),GW-2580,>300nM
EGFR(G719C),LY-333531,>300nM
AURKB,Dasatinib,<300nM
MST1,JNJ-28312141,<300nM
VRK2,MLN-8054,>300nM
EPHA6,PKC-412,<300nM
MAP3K15,PTK-787,>300nM
PLK3,PLX-4720,>300nM
HUNK,CEP-701,<300nM
ACVR1B,BMS-345541,>300nM
ACVR1,R547,>300nM
CAMK1,CHIR-258/TKI-258,>300nM
ERBB4,PTK-787,>300nM
NEK3,CP-690550,>300nM
CAMK2G,CHIR-258/TKI-258,>300nM
IKK-beta,BI-2536,>300nM
TIE1,PHA-665752,<300nM
MST2,GW-2580,>300nM
EPHB6,MLN-8054,<300nM
MLK1,SGX-523,>300nM
GRK7,CHIR-258/TKI-258,<300nM
PAK2,AB-1010,>300nM
EGFR(T790M),BIBW-2992,<300nM
EIF2AK1,PKC-412,>300nM
FGFR2,PHA-665752,>300nM
HUNK,BIBW-2992,>300nM
HIPK3,MLN-120B,>300nM
EPHA7,GW-2580,>300nM
AMPK-alpha1,PTK-787,>300nM
KIT(D816H),CEP-701,<300nM
CDKL5,MLN-120B,>300nM
MUSK,AZD-6244/ARRY-886,>300nM
EPHA1,BMS-540215,>300nM
FLT3(D835H),JNJ-28312141,<300nM
TIE2,TAE-684,<300nM
RAF1,MLN-120B,>300nM
MERTK,PKC-412,<300nM
PFTAIRE2,CHIR-258/TKI-258,>300nM
TXK,AST-487,<300nM
ABL1(F317I)-phosphorylated,KW-2449,<300nM
PIP5K2B,BMS-387032/SNS-032,>300nM
SYK,Vandetanib,>300nM
YSK4,A-674563,<300nM
BMPR1B,GSK-1838705A,>300nM
RIPK5,ABT-869,>300nM
CAMK2B,GDC-0941,>300nM
CLK3,BMS-540215,>300nM
IRAK1,MLN-8054,>300nM
MEK2,Erlotinib,<300nM
RIOK1,GW-2580,>300nM
TNIK,Lapatinib,>300nM
CSNK1G1,BMS-345541,>300nM
PRKR,CEP-701,<300nM
EGFR(S752-I759del),SGX-523,>300nM
IKK-epsilon,ABT-869,>300nM
FGFR1,CEP-701,<300nM
p38-beta,PLX-4720,>300nM
DCAMKL1,Gefitinib,>300nM
RPS6KA5(Kin.Dom.1-N-terminal),CHIR-265/RAF-265,>300nM
DRAK2,R406,<300nM
TNK2,Imatinib,>300nM
CAMK2D,GSK-1838705A,>300nM
ERK4,GDC-0879,>300nM
FGFR4,BIRB-796,>300nM
GRK1,AST-487,<300nM
CAMK1,BI-2536,>300nM
EPHA1,AT-7519,>300nM
WEE1,BIRB-796,>300nM
DYRK1A,PKC-412,<300nM
ALK,Staurosporine,<300nM
FGFR3(G697C),INCB18424,>300nM
PKAC-alpha,GDC-0941,>300nM
NLK,GSK-690693,>300nM
ASK2,CHIR-265/RAF-265,>300nM
STK36,GSK-1838705A,>300nM
SBK1,Crizotinib,>300nM
ACVR2A,CHIR-258/TKI-258,>300nM
CDC2L5,PP-242,<300nM
MYLK,GSK-1838705A,>300nM
RSK4(Kin.Dom.2-C-terminal),PP-242,<300nM
MLK3,BMS-345541,>300nM
FLT3(D835H),BIBW-2992,>300nM
BMPR1B,JNJ-28312141,<300nM
CSK,AB-1010,>300nM
ULK3,PP-242,<300nM
FLT3(D835Y),ABT-869,<300nM
INSRR,CEP-701,<300nM
ROCK2,GSK-690693,>300nM
MST1R,INCB18424,>300nM
EGFR(G719C),PLX-4720,>300nM
ACVR1B,GSK-1838705A,>300nM
CAMK1,MLN-120B,>300nM
FGFR3(G697C),CHIR-258/TKI-258,<300nM
RET,AC220,<300nM
RET(M918T),PHA-665752,<300nM
BMX,Gefitinib,>300nM
ULK1,AT-7519,>300nM
NEK6,Flavopiridol,>300nM
FGR,BMS-540215,<300nM
OSR1,AZD-1152HQPA,>300nM
TLK1,R547,>300nM
KIT(L576P),R406,<300nM
SRPK3,Imatinib,>300nM
PCTK3,Ki-20227,>300nM
PRKCQ,GSK-1838705A,>300nM
WEE2,PLX-4720,>300nM
MYLK2,ABT-869,>300nM
GSK3A,PKC-412,<300nM
PRKR,AZD-1152HQPA,>300nM
PFPK5(P.falciparum),AZD-1152HQPA,>300nM
WEE2,BIBW-2992,>300nM
ULK1,SB-203580,>300nM
PHKG2,BIBW-2992,>300nM
ABL1(Y253F)-phosphorylated,Crizotinib,<300nM
CSNK1G2,Lapatinib,>300nM
DMPK2,PHA-665752,>300nM
MST4,LY-317615,>300nM
BRSK1,PTK-787,>300nM
PFTK1,PTK-787,>300nM
PIM2,BIBW-2992,>300nM
TRPM6,TAE-684,>300nM
CLK2,SGX-523,>300nM
CSNK1A1,GDC-0941,>300nM
EGFR(L861Q),CI-1033,<300nM
PFTAIRE2,AZD-1152HQPA,>300nM
TRKB,AG-013736,<300nM
BMX,Dasatinib,>300nM
DCAMKL3,A-674563,<300nM
MRCKB,Dasatinib,>300nM
RSK4(Kin.Dom.2-C-terminal),MLN-8054,>300nM
"EGFR(L858R,T790M)",AZD-1152HQPA,<300nM
PRKD3,TG-101348,<300nM
PIK3CA(M1043I),Dasatinib,>300nM
TAOK3,Dasatinib,<300nM
PFPK5(P.falciparum),BMS-345541,>300nM
ERK1,LY-317615,>300nM
ERBB2,PKC-412,>300nM
MLK1,HKI-272,>300nM
TGFBR2,GW-2580,>300nM
DCAMKL1,Staurosporine,<300nM
ACVR2A,Pazopanib,>300nM
RSK4(Kin.Dom.1-N-terminal),TG-101348,<300nM
EPHA7,CHIR-258/TKI-258,<300nM
RPS6KA5(Kin.Dom.2-C-terminal),Dasatinib,>300nM
PIP5K1C,SB-203580,>300nM
MYLK,Ki-20227,>300nM
"EGFR(L858R,T790M)",Erlotinib,<300nM
NEK2,AC220,>300nM
"KIT(V559D,V654A)",GDC-0941,>300nM
STK16,Lapatinib,>300nM
FGFR3,SGX-523,>300nM
BIKE,Crizotinib,>300nM
MTOR,AZD-1152HQPA,>300nM
MEK5,Dasatinib,<300nM
HIPK1,TAE-684,<300nM
TRPM6,HKI-272,>300nM
PRKCH,Vandetanib,>300nM
ACVR2A,AZD-6244/ARRY-886,>300nM
PIK3CB,BMS-387032/SNS-032,>300nM
CIT,Lapatinib,>300nM
CLK3,AB-1010,>300nM
EGFR(G719S),Vandetanib,<300nM
MEK6,MLN-120B,>300nM
PRKX,Crizotinib,>300nM
FGFR3,KW-2449,<300nM
CDK8,R547,>300nM
FLT3,BI-2536,>300nM
HCK,MLN-518,>300nM
PHKG2,AZD-2171,>300nM
CSNK2A1,TAE-684,<300nM
PRKX,BMS-540215,>300nM
TYK2(JH1domain-catalytic),PD-173955,<300nM
BRSK1,CI-1033,>300nM
DCAMKL2,PTK-787,>300nM
MYO3A,AB-1010,>300nM
ABL2,INCB18424,>300nM
NEK6,Imatinib,>300nM
PIK3C2G,TG-101348,>300nM
DYRK1B,PTK-787,>300nM
PRKCH,GDC-0879,>300nM
CAMK2D,CEP-701,<300nM
AMPK-alpha2,Lapatinib,>300nM
IRAK1,CI-1033,<300nM
CAMKK2,KW-2449,<300nM
CAMKK2,LY-333531,>300nM
KIT(A829P),AST-487,<300nM
BMX,GSK-1838705A,>300nM
"EGFR(L747-E749del, A750P)",BI-2536,<300nM
ULK3,Flavopiridol,>300nM
ADCK4,CHIR-258/TKI-258,>300nM
JAK2(JH1domain-catalytic),CEP-701,<300nM
BMX,LY-317615,>300nM
FLT3(D835Y),SGX-523,>300nM
NEK11,GSK-690693,>300nM
EPHA2,AST-487,<300nM
PAK7,CP-690550,>300nM
ABL1(F317L)-phosphorylated,INCB18424,>300nM
PIM3,Crizotinib,>300nM
EGFR(G719C),GDC-0941,>300nM
DAPK1,ABT-869,>300nM
PRP4,SGX-523,>300nM
CDK2,PHA-665752,>300nM
VRK2,BMS-387032/SNS-032,>300nM
PCTK3,BIRB-796,>300nM
ABL1(T315I)-phosphorylated,AZD-2171,<300nM
SLK,LY-333531,<300nM
LTK,BMS-540215,>300nM
RSK2(Kin.Dom.1-N-terminal),PP-242,<300nM
DCAMKL3,GW-2580,>300nM
PDPK1,KW-2449,<300nM
DRAK1,Gefitinib,>300nM
ACVR2A,Lapatinib,>300nM
TGFBR2,AST-487,<300nM
ERK1,AC220,>300nM
YSK4,LY-317615,<300nM
TAOK3,Vandetanib,<300nM
PLK4,BMS-387032/SNS-032,>300nM
AAK1,Gefitinib,>300nM
SRPK3,AST-487,>300nM
DLK,PLX-4720,>300nM
LRRK2(G2019S),KW-2449,<300nM
EGFR(T790M),CHIR-265/RAF-265,>300nM
ACVR1B,AB-1010,>300nM
DCAMKL1,BMS-387032/SNS-032,>300nM
PAK2,ABT-869,>300nM
TYRO3,CHIR-258/TKI-258,>300nM
PLK2,BIRB-796,>300nM
RSK3(Kin.Dom.1-N-terminal),Lapatinib,>300nM
TEC,R406,<300nM
PIK3CA(E545A),AT-7519,>300nM
JAK1(JH1domain-catalytic),TG-101348,<300nM
p38-gamma,AG-013736,>300nM
GRK1,A-674563,>300nM
MLK3,GDC-0941,>300nM
FAK,TAE-684,<300nM
TAK1,JNJ-28312141,<300nM
p38-alpha,BIRB-796,>300nM
CAMKK2,GDC-0941,>300nM
RET,A-674563,<300nM
MKNK2,PD-173955,<300nM
FLT3(D835Y),Vandetanib,<300nM
BMPR1A,AB-1010,>300nM
MKK7,BIBW-2992,>300nM
SgK110,PD-173955,>300nM
RPS6KA4(Kin.Dom.1-N-terminal),Dasatinib,>300nM
MRCKA,AT-7519,>300nM
SNRK,BIBW-2992,>300nM
NEK4,Flavopiridol,>300nM
ERK1,Gefitinib,>300nM
GRK7,PP-242,<300nM
MLK3,Erlotinib,>300nM
DYRK1B,AZD-6244/ARRY-886,>300nM
"KIT(V559D,V654A)",TAE-684,<300nM
PIK3C2G,Staurosporine,<300nM
SNARK,Pazopanib,>300nM
MYLK2,BMS-540215,>300nM
RSK4(Kin.Dom.1-N-terminal),Dasatinib,>300nM
ABL1(H396P)-nonphosphorylated,AT-7519,>300nM
MAP4K4,BMS-540215,<300nM
BRSK1,AG-013736,>300nM
TIE2,BMS-540215,>300nM
TAOK3,A-674563,<300nM
CAMK2G,BMS-345541,>300nM
LIMK2,Ki-20227,>300nM
EPHA7,LY-317615,>300nM
PFTAIRE2,PTK-787,>300nM
LZK,BIRB-796,>300nM
LOK,CI-1033,<300nM
TGFBR2,BMS-540215,>300nM
MYLK2,AZD-1152HQPA,>300nM
NLK,GDC-0941,>300nM
CDK4-cyclinD3,SB-203580,>300nM
TRKA,MLN-518,>300nM
EPHA3,Lapatinib,>300nM
VRK2,KW-2449,>300nM
PIK3CD,Imatinib,>300nM
RIPK1,GW-2580,>300nM
CSNK1A1,MLN-120B,>300nM
CDK7,MLN-120B,>300nM
DYRK1A,TG-101348,<300nM
PCTK3,CP-690550,>300nM
TTK,Erlotinib,>300nM
STK39,GSK-1838705A,>300nM
RET,SB-203580,>300nM
LOK,CEP-701,<300nM
YSK1,Crizotinib,>300nM
BTK,BIRB-796,>300nM
MYO3A,CHIR-265/RAF-265,>300nM
PYK2,PLX-4720,>300nM
ARK5,Pazopanib,>300nM
TRPM6,PKC-412,>300nM
EPHA4,Erlotinib,<300nM
HPK1,MLN-518,>300nM
STK33,LY-333531,>300nM
p38-delta,AST-487,>300nM
FLT1,MLN-120B,>300nM
CHEK2,PLX-4720,>300nM
ROCK2,Lapatinib,>300nM
MST3,PP-242,>300nM
NEK2,BI-2536,>300nM
EGFR,BI-2536,<300nM
CSNK1A1,Ki-20227,>300nM
PRKCQ,BIBW-2992,>300nM
ERN1,GSK-1838705A,>300nM
LATS1,GDC-0941,>300nM
DAPK3,PKC-412,<300nM
PIM2,PP-242,<300nM
CSNK1G3,Lapatinib,>300nM
YES,LY-317615,>300nM
DLK,Erlotinib,>300nM
"EGFR(L858R,T790M)",GSK-1838705A,>300nM
EGFR,AST-487,<300nM
ABL1-nonphosphorylated,CEP-701,<300nM
BRSK2,CI-1033,>300nM
AMPK-alpha2,Vandetanib,>300nM
NEK4,R547,>300nM
PCTK2,GDC-0941,>300nM
IKK-epsilon,MLN-8054,>300nM
CSNK1A1,TG-101348,>300nM
FRK,GSK-690693,>300nM
ERK4,AST-487,>300nM
MST4,MLN-120B,>300nM
CDC2L2,BMS-540215,>300nM
MAP4K3,BMS-387032/SNS-032,>300nM
S6K1,GDC-0879,>300nM
EPHB4,GDC-0879,>300nM
RAF1,CEP-701,<300nM
MRCKA,GSK-690693,>300nM
EPHA6,Crizotinib,<300nM
LIMK2,PP-242,<300nM
STK33,INCB18424,<300nM
MAP3K3,PP-242,<300nM
ERBB4,Pazopanib,>300nM
PIK3CG,GDC-0879,>300nM
PAK6,BIBW-2992,>300nM
MAST1,BIRB-796,>300nM
CDK11,Dasatinib,>300nM
RET,Lapatinib,>300nM
MAST1,Gefitinib,>300nM
EPHA2,TG-101348,<300nM
ERN1,Erlotinib,>300nM
CSNK1G1,BMS-540215,>300nM
JAK1(JH2domain-pseudokinase),Nilotinib,>300nM
GRK4,PD-173955,>300nM
CAMK1G,ABT-869,>300nM
RET(V804L),Nilotinib,>300nM
CDK3,AZD-2171,>300nM
MEK2,Gefitinib,>300nM
TNNI3K,TG-101348,<300nM
S6K1,LY-317615,>300nM
DMPK,BMS-540215,>300nM
ZAK,SGX-523,>300nM
AKT2,CHIR-265/RAF-265,>300nM
KIT,Vandetanib,<300nM
KIT(D816H),Staurosporine,<300nM
ACVR2B,GSK-690693,>300nM
ERK4,LY-333531,>300nM
DDR1,Crizotinib,<300nM
FLT3(D835H),R406,<300nM
PIK3CD,CEP-701,>300nM
ULK3,BMS-387032/SNS-032,>300nM
BRK,Nilotinib,>300nM
SRPK1,PHA-665752,>300nM
SRPK1,PD-173955,>300nM
ABL1-nonphosphorylated,GW-2580,>300nM
PIK3CG,ABT-869,>300nM
BMPR2,A-674563,>300nM
PAK1,BIRB-796,>300nM
STK33,BMS-387032/SNS-032,>300nM
PCTK1,SB-203580,>300nM
RSK4(Kin.Dom.1-N-terminal),R406,<300nM
CDC2L5,PD-173955,>300nM
CLK2,AC220,>300nM
MAP4K4,LY-333531,<300nM
AAK1,BI-2536,>300nM
TTK,AG-013736,>300nM
RIPK1,LY-333531,>300nM
RSK1(Kin.Dom.1-N-terminal),LY-333531,>300nM
ANKK1,CEP-701,<300nM
MEK5,KW-2449,<300nM
FLT3(R834Q),PLX-4720,>300nM
TLK1,Nilotinib,>300nM
JNK2,AB-1010,>300nM
BIKE,ABT-869,>300nM
AKT3,GDC-0879,>300nM
FER,PLX-4720,>300nM
DMPK2,CEP-701,<300nM
JNK3,PTK-787,>300nM
PIM1,Lapatinib,>300nM
CTK,PTK-787,>300nM
MET(Y1235D),AZD-6244/ARRY-886,>300nM
HUNK,SGX-523,>300nM
PLK1,AST-487,>300nM
ICK,TG-101348,>300nM
GRK4,AZD-2171,>300nM
RET(M918T),PP-242,<300nM
PIK3CA(M1043I),Imatinib,>300nM
PIP5K2C,TG-101348,<300nM
ERBB4,CEP-701,<300nM
RET,LY-333531,>300nM
PHKG1,Vandetanib,>300nM
CSK,Nilotinib,>300nM
AMPK-alpha1,JNJ-28312141,>300nM
RSK1(Kin.Dom.1-N-terminal),Ki-20227,>300nM
JNK1,CP-690550,>300nM
EPHB4,BI-2536,>300nM
WEE2,Staurosporine,<300nM
DYRK2,BI-2536,>300nM
DAPK2,AZD-6244/ARRY-886,>300nM
CSNK1A1,TAE-684,>300nM
PHKG2,R406,<300nM
SBK1,BIRB-796,>300nM
SIK,Pazopanib,>300nM
KIT(A829P),PTK-787,>300nM
PKNB(M.tuberculosis),PTK-787,>300nM
KIT(D816H),BMS-345541,>300nM
MST1,SGX-523,>300nM
ERK3,PP-242,>300nM
CAMKK2,R547,>300nM
MAP4K2,TG-101348,<300nM
TRPM6,CHIR-265/RAF-265,>300nM
TAOK2,MLN-518,>300nM
NIM1,MLN-120B,>300nM
BMPR1B,INCB18424,>300nM
FLT1,BIBW-2992,>300nM
YANK3,Pazopanib,>300nM
ROCK1,R547,>300nM
DRAK2,GSK-1838705A,>300nM
BRSK1,Nilotinib,>300nM
MAPKAPK5,AST-487,>300nM
ERK5,BIBW-2992,>300nM
CAMK2D,LY-317615,>300nM
IKK-alpha,GSK-1838705A,>300nM
CASK,BIRB-796,>300nM
ERK2,AC220,>300nM
RET(V804M),GW-2580,>300nM
BRSK1,GDC-0941,>300nM
INSRR,PTK-787,>300nM
PRKR,BIBW-2992,>300nM
PYK2,Lapatinib,>300nM
NEK4,CHIR-265/RAF-265,>300nM
PIK3C2G,AG-013736,>300nM
BMX,BMS-540215,>300nM
PAK3,Pazopanib,>300nM
HIPK3,HKI-272,>300nM
p38-alpha,GSK-690693,>300nM
DDR1,GSK-690693,>300nM
MEK1,LY-333531,>300nM
MKNK1,AG-013736,>300nM
ERN1,MLN-8054,>300nM
PRKR,BIRB-796,>300nM
ZAP70,AZD-2171,>300nM
ERK4,PP-242,>300nM
GRK7,MLN-8054,>300nM
ASK2,LY-333531,>300nM
CAMKK2,BMS-387032/SNS-032,>300nM
ULK2,SGX-523,>300nM
BRAF,ABT-869,>300nM
OSR1,LY-333531,>300nM
ERK5,AB-1010,>300nM
PLK1,GSK-1838705A,>300nM
GAK,AZD-2171,<300nM
ABL1(T315I)-phosphorylated,CP-690550,>300nM
PKN2,ABT-869,>300nM
KIT(V559D),Nilotinib,<300nM
RSK3(Kin.Dom.2-C-terminal),CHIR-258/TKI-258,<300nM
TIE1,PLX-4720,<300nM
MARK3,AZD-1152HQPA,>300nM
DMPK,AZD-6244/ARRY-886,>300nM
PCTK1,MLN-518,>300nM
ZAP70,MLN-518,>300nM
PIP5K1C,BIRB-796,>300nM
KIT(V559D),MLN-8054,>300nM
PIK3CA(E545K),KW-2449,>300nM
LATS1,PTK-787,>300nM
BMX,R547,>300nM
QSK,Erlotinib,>300nM
ABL1(F317I)-nonphosphorylated,Imatinib,<300nM
JAK1(JH2domain-pseudokinase),CP-690550,>300nM
PAK7,AB-1010,>300nM
FLT1,PHA-665752,<300nM
RSK4(Kin.Dom.1-N-terminal),MLN-518,>300nM
CDK8,Dasatinib,>300nM
PHKG2,AZD-6244/ARRY-886,>300nM
OSR1,MLN-8054,>300nM
MLK2,Erlotinib,>300nM
LRRK2(G2019S),INCB18424,>300nM
ABL1-phosphorylated,TAE-684,<300nM
EPHA5,PTK-787,>300nM
CDC2L5,PTK-787,>300nM
NEK5,AB-1010,>300nM
MKNK1,BI-2536,>300nM
CAMK2B,R406,>300nM
TESK1,PHA-665752,>300nM
NEK4,GSK-1838705A,>300nM
ULK2,GW-2580,>300nM
ASK2,Pazopanib,>300nM
LATS1,PD-173955,>300nM
FLT3(ITD),KW-2449,<300nM
ROS1,GSK-690693,>300nM
BRAF,KW-2449,<300nM
MAP3K3,BMS-345541,>300nM
MLCK,BI-2536,>300nM
"GCN2(Kin.Dom.2,S808G)",Imatinib,>300nM
PRKCI,Dasatinib,>300nM
PRKCH,GW-2580,>300nM
EGFR(G719C),JNJ-28312141,<300nM
PRP4,AZD-1152HQPA,>300nM
ERK4,BI-2536,>300nM
RIOK3,PHA-665752,>300nM
CSNK1G2,Flavopiridol,>300nM
EPHB3,LY-317615,>300nM
ERK4,AG-013736,>300nM
MINK,AC220,>300nM
FRK,AZD-1152HQPA,<300nM
SNRK,Dasatinib,>300nM
MAP3K3,CP-690550,>300nM
SRMS,AC220,>300nM
CSNK1G2,MLN-8054,>300nM
CAMKK1,Erlotinib,>300nM
RIOK2,CEP-701,<300nM
TNNI3K,Gefitinib,>300nM
JAK2(JH1domain-catalytic),PD-173955,<300nM
MET,PLX-4720,>300nM
TGFBR2,SGX-523,>300nM
CSNK1G1,ABT-869,>300nM
HIPK2,CEP-701,<300nM
PAK3,A-674563,>300nM
MTOR,Erlotinib,>300nM
RPS6KA4(Kin.Dom.2-C-terminal),BIRB-796,>300nM
DCAMKL3,BMS-540215,>300nM
MARK2,Erlotinib,>300nM
PIK3CB,AC220,>300nM
PRKCD,PP-242,>300nM
MKNK2,AC220,>300nM
MEK4,KW-2449,<300nM
DDR2,AZD-2171,<300nM
TIE1,CHIR-258/TKI-258,<300nM
TAOK1,Dasatinib,<300nM
PIP5K2C,Lapatinib,>300nM
JAK1(JH1domain-catalytic),CHIR-258/TKI-258,<300nM
ACVR1B,MLN-120B,>300nM
AURKC,PTK-787,>300nM
CDK9,Pazopanib,>300nM
CSK,A-674563,>300nM
PCTK3,MLN-518,>300nM
TNNI3K,PD-173955,<300nM
TRKB,Staurosporine,<300nM
"KIT(V559D,V654A)",GSK-690693,<300nM
MRCKB,MLN-518,>300nM
FLT1,GW-2580,>300nM
TYK2(JH1domain-catalytic),GSK-1838705A,>300nM
AURKA,PTK-787,>300nM
CDK11,MLN-120B,>300nM
GAK,CHIR-265/RAF-265,<300nM
JAK1(JH1domain-catalytic),AB-1010,>300nM
ITK,SGX-523,>300nM
MYO3A,Erlotinib,>300nM
RIPK1,PP-242,<300nM
PAK3,Lapatinib,>300nM
TTK,Staurosporine,<300nM
ERK1,ABT-869,>300nM
PCTK3,GDC-0941,>300nM
JNK2,PLX-4720,>300nM
DYRK2,LY-317615,>300nM
ZAK,CHIR-258/TKI-258,<300nM
MST1,BI-2536,>300nM
YSK1,GW-2580,>300nM
PAK1,AC220,>300nM
TIE1,PTK-787,>300nM
HIPK1,TG-101348,<300nM
PIK3CG,Pazopanib,>300nM
RIPK5,CHIR-265/RAF-265,>300nM
MKNK2,PP-242,<300nM
RSK4(Kin.Dom.2-C-terminal),Lapatinib,>300nM
LATS2,GDC-0879,>300nM
MINK,Ki-20227,<300nM
PIK4CB,AG-013736,>300nM
YES,PTK-787,>300nM
PIP5K2B,Nilotinib,>300nM
PHKG2,AT-7519,>300nM
BMPR2,SGX-523,>300nM
FLT3(ITD),ABT-869,<300nM
KIT(V559D),CHIR-258/TKI-258,<300nM
CLK3,INCB18424,>300nM
ERK4,CHIR-258/TKI-258,>300nM
p38-gamma,AZD-6244/ARRY-886,>300nM
RIPK5,MLN-120B,>300nM
CAMKK2,Staurosporine,<300nM
FLT1,AZD-1152HQPA,<300nM
PIM3,Gefitinib,>300nM
CDK9,Lapatinib,>300nM
PRKCE,CHIR-258/TKI-258,>300nM
MEK2,GSK-690693,<300nM
HCK,BIRB-796,<300nM
SLK,R406,<300nM
SgK110,BIRB-796,>300nM
ULK3,BI-2536,>300nM
MERTK,GSK-690693,>300nM
MKNK2,PHA-665752,<300nM
MAP3K1,KW-2449,<300nM
TGFBR2,PHA-665752,>300nM
ASK1,PTK-787,>300nM
PLK2,JNJ-28312141,>300nM
SNRK,Vandetanib,>300nM
STK33,GW-2580,>300nM
ACVR1,Dasatinib,>300nM
DRAK2,Dasatinib,>300nM
LYN,ABT-869,>300nM
FGFR1,GDC-0879,>300nM
ABL1(Q252H)-phosphorylated,Ki-20227,<300nM
AURKA,R547,>300nM
LTK,SB-203580,>300nM
SNRK,AB-1010,>300nM
MST1R,Vandetanib,>300nM
JNK2,LY-317615,>300nM
RPS6KA4(Kin.Dom.1-N-terminal),CP-690550,>300nM
ACVRL1,INCB18424,>300nM
ABL1(Q252H)-phosphorylated,BMS-345541,>300nM
CAMKK2,PKC-412,<300nM
CTK,GDC-0879,>300nM
NEK11,MLN-8054,>300nM
PAK7,AST-487,<300nM
MAP3K1,Staurosporine,<300nM
GSK3B,AT-7519,>300nM
ERK4,Pazopanib,>300nM
CLK2,BMS-540215,>300nM
TLK2,BMS-387032/SNS-032,>300nM
EGFR(G719C),AZD-6244/ARRY-886,>300nM
ERBB4,INCB18424,>300nM
RIOK2,GW-2580,>300nM
