Kinase,Compound,Predicted_Kd_Category
LKB1,AST-487,>300nM
PRKCH,GDC-0879,>300nM
AURKC,CHIR-265/RAF-265,>300nM
MYO3A,Vandetanib,>300nM
ERBB2,GDC-0941,>300nM
RIOK1,TAE-684,>300nM
MYLK,R547,>300nM
TAOK3,AG-013736,>300nM
ABL1(E255K)-phosphorylated,GDC-0879,>300nM
WEE1,BMS-345541,>300nM
CSNK1D,AG-013736,>300nM
NEK3,Ki-20227,>300nM
INSR,GDC-0941,>300nM
PFTAIRE2,CHIR-258/TKI-258,>300nM
ZAK,CP-690550,>300nM
MAP4K3,Staurosporine,<300nM
MYLK4,Imatinib,>300nM
PAK6,Flavopiridol,>300nM
MARK3,PTK-787,>300nM
TNK2,Vandetanib,>300nM
MYO3B,CHIR-265/RAF-265,>300nM
CSNK1A1L,BMS-387032/SNS-032,>300nM
BRSK2,BIRB-796,>300nM
KIT(D816V),AZD-1152HQPA,>300nM
EPHA6,CHIR-265/RAF-265,>300nM
BRSK2,Imatinib,>300nM
GRK1,Erlotinib,>300nM
IKK-beta,CEP-701,<300nM
DYRK2,Lapatinib,>300nM
"EGFR(L747-T751del,Sins)",AT-7519,>300nM
TGFBR1,AZD-1152HQPA,>300nM
PAK1,AT-7519,>300nM
FLT3(D835H),Pazopanib,>300nM
AURKC,PKC-412,<300nM
PIK3C2G,PTK-787,>300nM
ULK3,MLN-518,>300nM
IRAK1,CP-690550,>300nM
GRK4,SGX-523,>300nM
NEK1,PLX-4720,>300nM
STK16,Nilotinib,>300nM
DDR1,PKC-412,>300nM
FRK,SGX-523,>300nM
BRSK1,Ki-20227,>300nM
EPHA7,Ki-20227,>300nM
FER,CI-1033,>300nM
TLK2,R406,>300nM
NLK,BMS-387032/SNS-032,>300nM
PIK3C2B,LY-317615,>300nM
ABL1(F317I)-phosphorylated,AC220,>300nM
CAMK2A,AZD-6244/ARRY-886,>300nM
MST1R,PD-173955,>300nM
MERTK,AB-1010,>300nM
DCAMKL2,BIRB-796,>300nM
RAF1,LY-333531,>300nM
TYK2(JH1domain-catalytic),PP-242,<300nM
PRKD3,R547,>300nM
LTK,AG-013736,>300nM
MTOR,Erlotinib,>300nM
FLT4,ABT-869,>300nM
PIK3CA(I800L),PHA-665752,>300nM
AXL,SB-203580,>300nM
CSNK1E,SGX-523,>300nM
CDKL2,Pazopanib,>300nM
LIMK2,LY-317615,>300nM
MEK2,AT-7519,>300nM
MAP4K3,PHA-665752,>300nM
ALK,LY-333531,>300nM
AURKC,AST-487,>300nM
ABL1(F317L)-nonphosphorylated,BIBW-2992,>300nM
ABL1(Q252H)-nonphosphorylated,CEP-701,>300nM
KIT(V559D),BMS-540215,<300nM
RSK1(Kin.Dom.1-N-terminal),Lapatinib,>300nM
ROCK1,TG-101348,>300nM
MELK,Nilotinib,>300nM
CSF1R,Pazopanib,>300nM
PIK3CA,A-674563,>300nM
CDKL2,Gefitinib,>300nM
ERK5,BMS-345541,>300nM
STK35,MLN-8054,>300nM
PAK1,CHIR-258/TKI-258,>300nM
ROS1,AB-1010,>300nM
MAP3K1,AST-487,>300nM
CDC2L5,BI-2536,>300nM
PKAC-alpha,MLN-518,>300nM
GRK7,R547,>300nM
NEK4,PKC-412,>300nM
ABL1-phosphorylated,Erlotinib,<300nM
MRCKA,AZD-6244/ARRY-886,>300nM
HIPK3,PD-173955,>300nM
STK35,GDC-0941,>300nM
EPHB1,ABT-869,>300nM
SNRK,Pazopanib,>300nM
EGFR(S752-I759del),BIBW-2992,<300nM
PCTK1,CP-690550,>300nM
PIK3CA(E545K),HKI-272,>300nM
PIK3CA(E545A),GDC-0941,<300nM
TYK2(JH1domain-catalytic),A-674563,>300nM
ULK1,ABT-869,>300nM
ERK4,CP-690550,>300nM
TLK1,AG-013736,>300nM
ROS1,GSK-1838705A,>300nM
IKK-epsilon,CI-1033,>300nM
TGFBR2,SB-203580,>300nM
RSK4(Kin.Dom.2-C-terminal),Nilotinib,>300nM
SYK,AST-487,>300nM
"GCN2(Kin.Dom.2,S808G)",PTK-787,>300nM
CSNK1A1L,AC220,>300nM
HPK1,LY-333531,>300nM
RSK3(Kin.Dom.1-N-terminal),R547,>300nM
EGFR(G719S),PD-173955,>300nM
EPHA8,SB-203580,>300nM
NEK7,CHIR-265/RAF-265,>300nM
NEK2,CI-1033,>300nM
PIK3CD,Staurosporine,>300nM
PRKCE,SGX-523,>300nM
IKK-beta,R547,>300nM
ABL1(Y253F)-phosphorylated,PKC-412,>300nM
YSK1,BMS-387032/SNS-032,>300nM
PIK3C2G,BMS-540215,>300nM
DYRK1B,BIRB-796,>300nM
MAP3K15,AT-7519,>300nM
RIOK2,GSK-1838705A,>300nM
MYLK,MLN-8054,>300nM
JNK2,Ki-20227,>300nM
DRAK2,AT-7519,>300nM
SgK110,AT-7519,>300nM
IRAK4,Ki-20227,>300nM
"KIT(V559D,T670I)",GDC-0879,>300nM
IKK-epsilon,AT-7519,>300nM
TYK2(JH2domain-pseudokinase),R547,>300nM
SNARK,Crizotinib,>300nM
MARK3,GDC-0879,>300nM
STK33,CEP-701,<300nM
KIT(D816V),LY-317615,>300nM
SGK3,R547,>300nM
DCAMKL2,Vandetanib,>300nM
RSK2(Kin.Dom.1-N-terminal),MLN-8054,>300nM
CAMK1G,PTK-787,>300nM
TGFBR1,TG-101348,>300nM
DAPK3,TAE-684,<300nM
PIK3CA(E545K),BMS-345541,>300nM
FGFR3,SGX-523,>300nM
MAP3K15,AZD-6244/ARRY-886,>300nM
TAK1,AZD-2171,>300nM
CDKL1,Erlotinib,>300nM
PFPK5(P.falciparum),BI-2536,>300nM
BMX,Ki-20227,>300nM
SgK110,Gefitinib,>300nM
MAP3K15,SB-203580,>300nM
CLK4,Crizotinib,>300nM
EGFR(G719S),AST-487,<300nM
BRSK2,GSK-690693,>300nM
PIK3C2B,MLN-518,>300nM
GAK,GW-2580,>300nM
CDK9,BMS-540215,>300nM
PIK3CA,PKC-412,>300nM
RSK3(Kin.Dom.2-C-terminal),BIRB-796,>300nM
KIT(D816H),MLN-120B,>300nM
JAK1(JH1domain-catalytic),AST-487,>300nM
MARK4,AZD-2171,>300nM
CDK11,KW-2449,>300nM
EGFR(T790M),AZD-6244/ARRY-886,>300nM
BMPR1B,BMS-387032/SNS-032,>300nM
ROS1,PTK-787,>300nM
MRCKB,PKC-412,>300nM
ZAP70,Lapatinib,>300nM
PLK1,TAE-684,<300nM
STK39,MLN-120B,>300nM
ABL2,AZD-1152HQPA,>300nM
NIM1,INCB18424,>300nM
BTK,Crizotinib,>300nM
SgK110,PLX-4720,>300nM
DDR1,AC220,>300nM
p38-alpha,AZD-2171,>300nM
AURKA,Nilotinib,>300nM
ACVR2A,Erlotinib,>300nM
FLT3(D835H),ABT-869,<300nM
FLT3(K663Q),CP-690550,>300nM
NEK3,LY-333531,>300nM
RSK3(Kin.Dom.1-N-terminal),TAE-684,<300nM
MUSK,BIBW-2992,>300nM
MARK1,BMS-387032/SNS-032,>300nM
NLK,CP-690550,>300nM
RAF1,BMS-345541,>300nM
ADCK3,Crizotinib,>300nM
ULK3,AZD-6244/ARRY-886,>300nM
EPHA1,CP-690550,>300nM
LRRK2(G2019S),BIBW-2992,>300nM
RPS6KA5(Kin.Dom.1-N-terminal),AG-013736,>300nM
CAMK2B,PD-173955,>300nM
PKAC-alpha,LY-333531,>300nM
ACVR2A,CI-1033,>300nM
PIK3CA(H1047L),AZD-2171,>300nM
CSNK1D,AZD-1152HQPA,>300nM
CSNK1A1,CEP-701,>300nM
CDKL5,JNJ-28312141,>300nM
FAK,AZD-1152HQPA,>300nM
RSK1(Kin.Dom.2-C-terminal),LY-317615,>300nM
RET(V804M),AB-1010,>300nM
TYRO3,BIRB-796,>300nM
p38-delta,MLN-120B,>300nM
MEK6,AST-487,>300nM
RSK4(Kin.Dom.2-C-terminal),PD-173955,>300nM
MAPKAPK5,SB-203580,>300nM
LATS2,ABT-869,>300nM
SRPK3,GW-2580,>300nM
STK35,LY-333531,>300nM
SNRK,CI-1033,>300nM
NEK6,GDC-0941,>300nM
LYN,ABT-869,>300nM
PYK2,Nilotinib,>300nM
ABL1(Q252H)-phosphorylated,PP-242,<300nM
CIT,SGX-523,>300nM
EPHB4,INCB18424,>300nM
EPHA3,BMS-540215,>300nM
CDKL2,SB-203580,>300nM
ABL1(F317I)-nonphosphorylated,CEP-701,>300nM
VEGFR2,PLX-4720,>300nM
CAMK1,CP-690550,>300nM
WEE1,Lapatinib,>300nM
TNNI3K,Crizotinib,>300nM
ABL1(F317I)-phosphorylated,Vandetanib,<300nM
PRKD3,GDC-0879,>300nM
ASK1,PKC-412,>300nM
MET(M1250T),BIBW-2992,>300nM
MELK,LY-317615,>300nM
NDR2,BIRB-796,>300nM
SRC,AZD-2171,>300nM
LTK,SB-203580,>300nM
MYLK,BIRB-796,>300nM
TNK1,GSK-1838705A,>300nM
MARK2,JNJ-28312141,>300nM
GSK3B,PLX-4720,>300nM
TRKA,BMS-540215,>300nM
ITK,Flavopiridol,>300nM
CSK,Vandetanib,>300nM
CSNK1A1,AZD-1152HQPA,>300nM
PAK6,Imatinib,>300nM
PIK3C2B,GDC-0941,<300nM
LOK,Ki-20227,>300nM
RIOK3,AG-013736,>300nM
MARK3,PHA-665752,>300nM
PLK4,AST-487,<300nM
MEK5,LY-317615,>300nM
AMPK-alpha2,Dasatinib,>300nM
SLK,R406,<300nM
KIT,A-674563,>300nM
AKT2,Nilotinib,>300nM
MAP4K3,Erlotinib,>300nM
EPHA7,Erlotinib,>300nM
ACVR2A,JNJ-28312141,>300nM
CSNK1E,PD-173955,>300nM
PIK3CA(I800L),PLX-4720,>300nM
CAMK4,PLX-4720,>300nM
PAK3,Imatinib,>300nM
RET(M918T),BMS-387032/SNS-032,>300nM
MAP4K5,ABT-869,>300nM
FER,ABT-869,>300nM
CDK7,BMS-387032/SNS-032,>300nM
RET(V804L),CHIR-258/TKI-258,<300nM
ZAK,MLN-8054,>300nM
BRK,SGX-523,>300nM
ABL1(E255K)-phosphorylated,R547,>300nM
AMPK-alpha1,AZD-2171,>300nM
CSNK1A1,GDC-0879,>300nM
NEK6,SGX-523,>300nM
ADCK4,PTK-787,>300nM
TRPM6,Vandetanib,>300nM
CSNK1E,AT-7519,>300nM
HCK,INCB18424,>300nM
p38-beta,PHA-665752,>300nM
BRK,BIRB-796,>300nM
MST3,Erlotinib,>300nM
LRRK2,AC220,>300nM
TIE1,GDC-0879,>300nM
PKAC-alpha,Lapatinib,>300nM
MST3,SB-203580,>300nM
CDK9,MLN-8054,>300nM
SRMS,Ki-20227,>300nM
TNNI3K,Gefitinib,>300nM
INSRR,CHIR-258/TKI-258,>300nM
SRPK1,KW-2449,<300nM
TNIK,Lapatinib,>300nM
RIPK2,AC220,>300nM
ULK1,PHA-665752,>300nM
PHKG2,CHIR-258/TKI-258,>300nM
MELK,KW-2449,>300nM
WEE1,GW-2580,>300nM
MERTK,GDC-0941,>300nM
PHKG1,GW-2580,>300nM
AKT1,R406,>300nM
BTK,TG-101348,>300nM
KIT(L576P),KW-2449,<300nM
STK33,MLN-8054,>300nM
RPS6KA4(Kin.Dom.2-C-terminal),PTK-787,>300nM
PKN1,Lapatinib,>300nM
SNRK,BI-2536,>300nM
PKN1,CHIR-258/TKI-258,>300nM
p38-beta,BMS-540215,>300nM
PAK3,AT-7519,>300nM
LZK,MLN-8054,>300nM
PAK7,A-674563,>300nM
PLK1,MLN-518,>300nM
MET,TG-101348,>300nM
RIPK1,Pazopanib,>300nM
CAMK2B,AC220,>300nM
PDGFRB,JNJ-28312141,<300nM
BLK,Flavopiridol,>300nM
ERBB4,SGX-523,>300nM
YANK3,PP-242,>300nM
PIK4CB,JNJ-28312141,>300nM
BTK,CP-690550,>300nM
RIOK2,Flavopiridol,>300nM
JNK1,BMS-387032/SNS-032,>300nM
RIOK3,KW-2449,>300nM
TGFBR1,Nilotinib,>300nM
MET,LY-317615,>300nM
ABL1(T315I)-phosphorylated,PP-242,<300nM
PDPK1,PLX-4720,>300nM
PIK4CB,BMS-345541,>300nM
FLT3(ITD),Nilotinib,>300nM
TLK2,A-674563,>300nM
WEE2,PTK-787,>300nM
TXK,CI-1033,>300nM
ERK1,INCB18424,>300nM
LRRK2,A-674563,>300nM
EPHB2,AZD-6244/ARRY-886,>300nM
PIK3CG,GSK-1838705A,>300nM
DLK,AZD-2171,>300nM
RPS6KA4(Kin.Dom.2-C-terminal),KW-2449,>300nM
PFPK5(P.falciparum),Crizotinib,>300nM
PIK3CA(E542K),MLN-8054,>300nM
ASK1,CI-1033,>300nM
ABL1(H396P)-phosphorylated,CHIR-258/TKI-258,<300nM
PIP5K2C,AZD-2171,>300nM
RPS6KA4(Kin.Dom.1-N-terminal),BIBW-2992,>300nM
ZAK,Nilotinib,>300nM
IKK-epsilon,R406,>300nM
MKNK2,CEP-701,<300nM
IKK-beta,BI-2536,>300nM
WEE2,KW-2449,>300nM
"EGFR(L747-E749del, A750P)",INCB18424,>300nM
ERBB4,BMS-387032/SNS-032,>300nM
FRK,Pazopanib,>300nM
TESK1,BMS-540215,>300nM
MLK3,INCB18424,>300nM
PRKCH,Erlotinib,>300nM
ROCK1,A-674563,>300nM
CDK5,AB-1010,>300nM
HIPK2,SGX-523,>300nM
AMPK-alpha1,A-674563,>300nM
TTK,PTK-787,>300nM
HIPK1,PP-242,>300nM
"EGFR(L747-T751del,Sins)",PTK-787,>300nM
PFTAIRE2,PTK-787,>300nM
PCTK3,AZD-2171,>300nM
CLK3,Gefitinib,>300nM
YES,AST-487,<300nM
IKK-epsilon,AZD-2171,>300nM
ERK5,A-674563,>300nM
ABL1(H396P)-phosphorylated,AG-013736,<300nM
ACVR2A,A-674563,>300nM
MAPKAPK2,CEP-701,>300nM
KIT(A829P),AZD-2171,<300nM
ABL1(T315I)-nonphosphorylated,PP-242,<300nM
INSRR,PLX-4720,>300nM
ERBB2,BMS-540215,>300nM
CLK3,A-674563,>300nM
MINK,CI-1033,>300nM
TLK1,PD-173955,>300nM
CDK4-cyclinD1,SGX-523,>300nM
MST4,BI-2536,>300nM
CDC2L2,MLN-8054,>300nM
SRPK2,TG-101348,<300nM
ABL1(F317L)-nonphosphorylated,Ki-20227,>300nM
PLK2,Pazopanib,>300nM
TAOK2,GSK-690693,>300nM
YANK3,GDC-0941,>300nM
MAP3K4,CP-690550,>300nM
RET,A-674563,>300nM
EPHA7,Crizotinib,>300nM
TGFBR1,CEP-701,>300nM
TESK1,Erlotinib,>300nM
ULK3,AZD-1152HQPA,>300nM
JNK2,Pazopanib,>300nM
MEK5,PKC-412,<300nM
NEK3,PKC-412,>300nM
EPHA7,PKC-412,>300nM
ABL1(F317L)-phosphorylated,CI-1033,>300nM
ABL1(E255K)-phosphorylated,PKC-412,>300nM
RIPK1,MLN-8054,>300nM
CDK8,MLN-120B,>300nM
PRKCI,TG-101348,>300nM
IKK-alpha,Flavopiridol,>300nM
JAK1(JH2domain-pseudokinase),CHIR-258/TKI-258,>300nM
TRKC,BI-2536,>300nM
FER,GSK-1838705A,>300nM
ERK1,SB-203580,>300nM
ERK1,GW-2580,>300nM
DAPK2,GSK-690693,>300nM
PKMYT1,SB-203580,>300nM
"KIT(V559D,T670I)",Gefitinib,>300nM
CAMKK1,TAE-684,>300nM
EPHB6,Lapatinib,>300nM
TGFBR2,R547,>300nM
FYN,BIBW-2992,>300nM
TRKC,ABT-869,>300nM
DDR2,BMS-345541,>300nM
MET(Y1235D),BI-2536,>300nM
ADCK4,Crizotinib,>300nM
GAK,ABT-869,>300nM
OSR1,CEP-701,>300nM
DAPK3,AG-013736,>300nM
MARK4,PKC-412,<300nM
GSK3B,AZD-6244/ARRY-886,>300nM
ACVR2A,PKC-412,>300nM
EIF2AK1,Nilotinib,>300nM
IKK-alpha,AB-1010,>300nM
RSK1(Kin.Dom.1-N-terminal),MLN-518,>300nM
EPHA3,KW-2449,>300nM
PIK3CG,AC220,>300nM
MYO3B,PP-242,>300nM
PAK3,Dasatinib,>300nM
STK35,PP-242,>300nM
JNK2,CEP-701,<300nM
RSK4(Kin.Dom.2-C-terminal),SB-203580,>300nM
CAMK1,Ki-20227,>300nM
CSNK1G2,MLN-518,>300nM
BMPR2,Staurosporine,>300nM
PLK1,GW-2580,>300nM
BMX,CHIR-258/TKI-258,>300nM
CDKL3,AC220,>300nM
RSK1(Kin.Dom.2-C-terminal),GDC-0879,>300nM
BRSK2,Pazopanib,>300nM
DCAMKL3,A-674563,>300nM
PYK2,KW-2449,>300nM
EGFR(S752-I759del),SB-203580,>300nM
YSK1,PTK-787,>300nM
EGFR(G719C),Dasatinib,<300nM
HUNK,PP-242,>300nM
EPHB1,BMS-540215,>300nM
ERK8,BI-2536,>300nM
SRC,PKC-412,>300nM
ABL1(F317L)-nonphosphorylated,LY-317615,>300nM
CAMK2D,Ki-20227,>300nM
DDR2,INCB18424,>300nM
PIK3CA(H1047Y),MLN-120B,>300nM
PDGFRA,MLN-8054,>300nM
GRK7,GDC-0879,>300nM
PKNB(M.tuberculosis),BI-2536,>300nM
CDKL3,BMS-345541,>300nM
MELK,Lapatinib,>300nM
IKK-epsilon,GSK-1838705A,>300nM
KIT,BIRB-796,<300nM
FLT3(ITD),PKC-412,<300nM
DCAMKL3,Gefitinib,>300nM
ERK5,LY-333531,>300nM
NEK9,CHIR-265/RAF-265,>300nM
MST1R,Erlotinib,>300nM
EPHA7,R406,<300nM
AMPK-alpha2,BI-2536,>300nM
RSK3(Kin.Dom.2-C-terminal),GW-2580,>300nM
DMPK2,PTK-787,>300nM
CDK11,AG-013736,>300nM
"EGFR(L747-S752del, P753S)",AZD-6244/ARRY-886,>300nM
PIK3CB,AZD-1152HQPA,>300nM
TTK,PP-242,>300nM
EPHB3,R406,>300nM
TBK1,AZD-6244/ARRY-886,>300nM
FGFR2,GDC-0941,>300nM
DRAK2,Lapatinib,>300nM
STK35,CEP-701,<300nM
CAMKK2,R406,<300nM
FLT3(N841I),MLN-120B,>300nM
FLT3(N841I),BI-2536,>300nM
TNNI3K,Staurosporine,>300nM
PCTK2,Crizotinib,>300nM
KIT(D816H),GW-2580,>300nM
BIKE,SB-203580,>300nM
INSRR,Nilotinib,>300nM
TEC,Imatinib,>300nM
EPHB3,AT-7519,>300nM
PIP5K2C,AST-487,>300nM
MEK6,GW-2580,>300nM
p38-delta,JNJ-28312141,>300nM
OSR1,CI-1033,>300nM
YSK1,A-674563,>300nM
GRK1,BIBW-2992,>300nM
CSNK1A1L,INCB18424,>300nM
TSSK1B,MLN-8054,>300nM
TNK1,HKI-272,>300nM
MYO3A,CP-690550,>300nM
CDC2L2,MLN-120B,>300nM
ICK,AC220,>300nM
ABL2,GSK-1838705A,>300nM
MAP3K3,BIRB-796,>300nM
EPHB2,GSK-1838705A,>300nM
MEK4,Lapatinib,>300nM
PKAC-beta,SGX-523,>300nM
RIPK5,ABT-869,>300nM
STK35,GDC-0879,>300nM
PIK3CD,Gefitinib,>300nM
TESK1,PLX-4720,>300nM
"EGFR(L747-S752del, P753S)",LY-333531,>300nM
CHEK1,AZD-6244/ARRY-886,>300nM
RET(V804M),Dasatinib,>300nM
MAP4K4,ABT-869,>300nM
KIT(V559D),Staurosporine,<300nM
TGFBR2,GDC-0941,>300nM
SIK,PLX-4720,>300nM
DYRK1A,AG-013736,>300nM
"EGFR(L747-E749del, A750P)",HKI-272,<300nM
PIK3CA(H1047Y),GDC-0941,<300nM
MINK,Imatinib,>300nM
EPHA6,AB-1010,>300nM
PHKG1,Imatinib,>300nM
PLK4,CEP-701,<300nM
CAMK4,ABT-869,>300nM
RIOK1,Vandetanib,>300nM
RET(V804M),Vandetanib,<300nM
GSK3B,MLN-120B,>300nM
TBK1,SGX-523,>300nM
YSK1,PHA-665752,>300nM
TIE1,JNJ-28312141,>300nM
FLT3(ITD),Lapatinib,>300nM
CSNK1G3,INCB18424,>300nM
CSNK2A2,INCB18424,>300nM
TBK1,LY-317615,>300nM
AKT1,Dasatinib,>300nM
FES,Gefitinib,>300nM
ZAK,MLN-518,>300nM
PLK1,MLN-8054,>300nM
RET,R406,<300nM
NEK11,Nilotinib,>300nM
DAPK2,GW-2580,>300nM
PIK3CA(E545A),CI-1033,>300nM
CAMK2G,SGX-523,>300nM
MLK1,AZD-6244/ARRY-886,>300nM
AKT2,INCB18424,>300nM
BMPR1A,BI-2536,>300nM
RIPK1,BMS-345541,>300nM
ABL1(F317L)-nonphosphorylated,AST-487,<300nM
DMPK,SB-203580,>300nM
PAK6,Lapatinib,>300nM
GRK7,CHIR-265/RAF-265,>300nM
STK36,Pazopanib,>300nM
CDKL1,GDC-0941,>300nM
HCK,AZD-2171,>300nM
AURKB,CEP-701,<300nM
ABL1(E255K)-phosphorylated,MLN-120B,>300nM
RIPK5,JNJ-28312141,>300nM
MET(Y1235D),R406,<300nM
KIT(D816H),Crizotinib,>300nM
TESK1,R547,>300nM
MAP4K5,BIBW-2992,>300nM
AURKC,BMS-387032/SNS-032,>300nM
EGFR,Gefitinib,<300nM
RPS6KA4(Kin.Dom.2-C-terminal),AST-487,>300nM
MAP4K5,PTK-787,>300nM
HIPK3,AZD-6244/ARRY-886,>300nM
PRKCQ,TAE-684,>300nM
AKT2,Erlotinib,>300nM
FGFR3(G697C),SGX-523,>300nM
DYRK1B,Dasatinib,>300nM
PRKG1,PLX-4720,>300nM
PAK4,CI-1033,>300nM
TLK1,BMS-387032/SNS-032,>300nM
RAF1,GSK-690693,>300nM
ABL1(M351T)-phosphorylated,R547,>300nM
MEK4,Crizotinib,>300nM
EPHA7,Imatinib,>300nM
ABL1(Q252H)-phosphorylated,INCB18424,>300nM
ERN1,CP-690550,>300nM
MAP3K3,INCB18424,>300nM
EGFR(L861Q),HKI-272,<300nM
EPHB4,AZD-2171,>300nM
EPHB3,Pazopanib,>300nM
MAP4K2,A-674563,>300nM
HIPK1,LY-333531,>300nM
JNK1,PTK-787,>300nM
RSK3(Kin.Dom.2-C-terminal),BI-2536,>300nM
RSK1(Kin.Dom.2-C-terminal),PTK-787,>300nM
GRK7,Pazopanib,>300nM
WEE1,PP-242,>300nM
TGFBR1,CP-690550,>300nM
STK33,GDC-0941,>300nM
CDK11,LY-317615,>300nM
"KIT(V559D,T670I)",ABT-869,<300nM
MET(Y1235D),AT-7519,>300nM
ERK8,MLN-8054,>300nM
TGFBR2,Dasatinib,>300nM
MAP3K2,GDC-0879,>300nM
RIOK2,CEP-701,>300nM
PIP5K2B,Gefitinib,>300nM
RSK4(Kin.Dom.1-N-terminal),Crizotinib,>300nM
PLK2,PTK-787,>300nM
CLK4,AZD-1152HQPA,>300nM
EPHA1,ABT-869,>300nM
TYRO3,AST-487,>300nM
MLK1,PLX-4720,>300nM
DMPK,AST-487,>300nM
RPS6KA5(Kin.Dom.2-C-terminal),BIBW-2992,>300nM
EIF2AK1,AB-1010,>300nM
FGR,LY-333531,>300nM
PAK7,CI-1033,>300nM
NEK9,CHIR-258/TKI-258,>300nM
DCAMKL2,AC220,>300nM
KIT(V559D),LY-317615,>300nM
"GCN2(Kin.Dom.2,S808G)",SGX-523,>300nM
MEK5,AZD-2171,>300nM
IGF1R,MLN-518,>300nM
BMPR1A,BIBW-2992,>300nM
CDKL3,CEP-701,>300nM
INSR,PD-173955,>300nM
S6K1,JNJ-28312141,>300nM
PHKG2,AC220,>300nM
FGFR3,CP-690550,>300nM
PIK3CB,BMS-345541,>300nM
MINK,PP-242,>300nM
MAP3K2,A-674563,>300nM
TBK1,BMS-345541,>300nM
TXK,AG-013736,>300nM
MLK1,KW-2449,>300nM
"EGFR(L747-E749del, A750P)",AB-1010,>300nM
PIK3CB,CEP-701,>300nM
"EGFR(L747-T751del,Sins)",BI-2536,>300nM
ZAP70,ABT-869,>300nM
BRSK1,HKI-272,>300nM
MUSK,SGX-523,>300nM
ERK1,AT-7519,>300nM
AAK1,HKI-272,>300nM
DYRK1A,BMS-387032/SNS-032,>300nM
GSK3A,Pazopanib,>300nM
RPS6KA5(Kin.Dom.1-N-terminal),CHIR-258/TKI-258,>300nM
BMPR1B,GSK-690693,>300nM
DAPK1,BIRB-796,>300nM
CSNK1E,Imatinib,>300nM
MLCK,BMS-387032/SNS-032,>300nM
SNRK,CP-690550,>300nM
AAK1,AB-1010,>300nM
EPHA4,BI-2536,>300nM
TLK2,BMS-540215,>300nM
ZAK,PLX-4720,>300nM
MLCK,SB-203580,>300nM
RIPK2,INCB18424,>300nM
PIK3CA(C420R),LY-333531,>300nM
PDPK1,Ki-20227,>300nM
TNIK,SGX-523,>300nM
MLCK,ABT-869,>300nM
JNK3,Imatinib,>300nM
TAOK2,GW-2580,>300nM
EPHA7,GDC-0879,>300nM
ASK2,PTK-787,>300nM
PAK3,Flavopiridol,>300nM
YANK1,CI-1033,>300nM
MLK3,JNJ-28312141,>300nM
NIM1,Nilotinib,>300nM
ACVR2B,AT-7519,>300nM
HIPK2,AZD-2171,>300nM
ABL1-nonphosphorylated,AZD-1152HQPA,>300nM
RIPK2,R547,>300nM
TLK2,AZD-1152HQPA,>300nM
TEC,Nilotinib,>300nM
ULK3,CP-690550,>300nM
PIM1,AT-7519,>300nM
ROCK1,GSK-690693,>300nM
p38-gamma,AT-7519,>300nM
PRKCH,AZD-6244/ARRY-886,>300nM
DYRK1A,GDC-0941,>300nM
PIK3CA(E542K),CP-690550,>300nM
EGFR(L861Q),Imatinib,>300nM
MAP4K2,BMS-345541,>300nM
FLT3(ITD),CHIR-265/RAF-265,>300nM
PIP5K1A,R547,>300nM
LIMK1,MLN-120B,>300nM
TRKA,PLX-4720,>300nM
MUSK,MLN-8054,>300nM
ACVR2B,Erlotinib,>300nM
CSNK2A1,BMS-387032/SNS-032,>300nM
PCTK3,ABT-869,>300nM
TYK2(JH1domain-catalytic),Vandetanib,>300nM
MARK2,SGX-523,>300nM
RIPK2,PP-242,>300nM
NEK4,AZD-6244/ARRY-886,>300nM
MAP3K15,GW-2580,>300nM
JAK3(JH1domain-catalytic),Flavopiridol,>300nM
CHEK2,Pazopanib,>300nM
CDKL1,Dasatinib,>300nM
PRKD3,GSK-690693,>300nM
ACVR1,Lapatinib,>300nM
PDGFRB,TG-101348,<300nM
CDK8,Imatinib,>300nM
RIOK1,Staurosporine,<300nM
CAMK2D,R406,>300nM
NEK5,Vandetanib,>300nM
PIK3CA(E545K),TAE-684,>300nM
ABL1(F317I)-phosphorylated,Ki-20227,>300nM
CAMK2B,PTK-787,>300nM
MAP3K1,TAE-684,>300nM
PYK2,Vandetanib,>300nM
NEK9,GW-2580,>300nM
SRPK3,CP-690550,>300nM
DAPK1,CEP-701,>300nM
DAPK3,AT-7519,>300nM
MAP4K5,CHIR-258/TKI-258,>300nM
PIM3,AST-487,>300nM
DYRK2,AZD-6244/ARRY-886,>300nM
RIOK1,JNJ-28312141,>300nM
TLK2,GDC-0941,>300nM
ANKK1,PP-242,>300nM
FES,BMS-387032/SNS-032,>300nM
ERK3,Flavopiridol,>300nM
DRAK2,SB-203580,>300nM
SgK110,MLN-8054,>300nM
PHKG2,R547,>300nM
BMPR2,CI-1033,>300nM
ABL1-nonphosphorylated,AG-013736,<300nM
TLK2,TAE-684,>300nM
KIT,BMS-345541,>300nM
GRK4,CI-1033,>300nM
EPHB3,MLN-518,>300nM
STK36,Nilotinib,>300nM
IKK-epsilon,PLX-4720,>300nM
TEC,GSK-690693,>300nM
EPHA3,PTK-787,>300nM
ERN1,AZD-6244/ARRY-886,>300nM
PDGFRA,GDC-0879,>300nM
JAK1(JH2domain-pseudokinase),BIBW-2992,>300nM
JAK3(JH1domain-catalytic),Pazopanib,>300nM
PKNB(M.tuberculosis),AT-7519,>300nM
JNK3,Lapatinib,>300nM
TESK1,AG-013736,>300nM
